date,EPU_DUS,EPU_MG,EPU_MG_ppp
2015-04-13,77.54,101.82656972180595,100.50007677780107
2015-04-14,66.77,101.82656972180595,100.50007677780107
2015-04-15,310.25,101.82656972180595,100.50007677780107
2015-04-16,49.98,101.82656972180595,100.50007677780107
2015-04-17,43.72,101.82656972180595,100.50007677780107
2015-04-18,34.56,101.82656972180595,100.50007677780107
2015-04-19,58.0,101.82656972180595,100.50007677780107
2015-04-20,51.68,101.82656972180595,100.50007677780107
2015-04-21,46.55,101.82656972180595,100.50007677780107
2015-04-22,36.96,101.82656972180595,100.50007677780107
2015-04-23,33.57,101.82656972180595,100.50007677780107
2015-04-24,42.94,101.82656972180595,100.50007677780107
2015-04-25,56.49,101.82656972180595,100.50007677780107
2015-04-26,85.88,101.82656972180595,100.50007677780107
2015-04-27,35.03,101.82656972180595,100.50007677780107
2015-04-28,30.41,101.82656972180595,100.50007677780107
2015-04-29,30.76,101.82656972180595,100.50007677780107
2015-04-30,39.66,101.82656972180595,100.50007677780107
2015-05-01,37.85,104.77005422805576,101.15560868592576
2015-05-02,39.16,104.77005422805576,101.15560868592576
2015-05-03,40.51,104.77005422805576,101.15560868592576
2015-05-04,27.02,104.77005422805576,101.15560868592576
2015-05-05,30.59,104.77005422805576,101.15560868592576
2015-05-06,42.19,104.77005422805576,101.15560868592576
2015-05-07,79.16,104.77005422805576,101.15560868592576
2015-05-08,81.06,104.77005422805576,101.15560868592576
2015-05-09,80.04,104.77005422805576,101.15560868592576
2015-05-10,100.21,104.77005422805576,101.15560868592576
2015-05-11,106.86,104.77005422805576,101.15560868592576
2015-05-12,86.73,104.77005422805576,101.15560868592576
2015-05-13,86.1,104.77005422805576,101.15560868592576
2015-05-14,49.4,104.77005422805576,101.15560868592576
2015-05-15,65.4,104.77005422805576,101.15560868592576
2015-05-16,45.21,104.77005422805576,101.15560868592576
2015-05-17,78.72,104.77005422805576,101.15560868592576
2015-05-18,65.23,104.77005422805576,101.15560868592576
2015-05-19,45.51,104.77005422805576,101.15560868592576
2015-05-20,56.09,104.77005422805576,101.15560868592576
2015-05-21,58.45,104.77005422805576,101.15560868592576
2015-05-22,65.97,104.77005422805576,101.15560868592576
2015-05-23,108.5,104.77005422805576,101.15560868592576
2015-05-24,71.12,104.77005422805576,101.15560868592576
2015-05-25,41.75,104.77005422805576,101.15560868592576
2015-05-26,56.41,104.77005422805576,101.15560868592576
2015-05-27,49.51,104.77005422805576,101.15560868592576
2015-05-28,87.95,104.77005422805576,101.15560868592576
2015-05-29,39.59,104.77005422805576,101.15560868592576
2015-05-30,40.33,104.77005422805576,101.15560868592576
2015-05-31,86.03,104.77005422805576,101.15560868592576
2015-06-01,33.34,119.77703506203567,118.23941046835701
2015-06-02,71.05,119.77703506203567,118.23941046835701
2015-06-03,31.97,119.77703506203567,118.23941046835701
2015-06-04,80.34,119.77703506203567,118.23941046835701
2015-06-05,40.47,119.77703506203567,118.23941046835701
2015-06-06,63.25,119.77703506203567,118.23941046835701
2015-06-07,99.95,119.77703506203567,118.23941046835701
2015-06-08,150.67,119.77703506203567,118.23941046835701
2015-06-09,65.45,119.77703506203567,118.23941046835701
2015-06-10,34.96,119.77703506203567,118.23941046835701
2015-06-11,40.94,119.77703506203567,118.23941046835701
2015-06-12,47.0,119.77703506203567,118.23941046835701
2015-06-13,52.0,119.77703506203567,118.23941046835701
2015-06-14,62.35,119.77703506203567,118.23941046835701
2015-06-15,52.5,119.77703506203567,118.23941046835701
2015-06-16,40.37,119.77703506203567,118.23941046835701
2015-06-17,50.73,119.77703506203567,118.23941046835701
2015-06-18,78.79,119.77703506203567,118.23941046835701
2015-06-19,86.15,119.77703506203567,118.23941046835701
2015-06-20,139.47,119.77703506203567,118.23941046835701
2015-06-21,55.96,119.77703506203567,118.23941046835701
2015-06-22,64.15,119.77703506203567,118.23941046835701
2015-06-23,66.27,119.77703506203567,118.23941046835701
2015-06-24,27.52,119.77703506203567,118.23941046835701
2015-06-25,47.83,119.77703506203567,118.23941046835701
2015-06-26,79.86,119.77703506203567,118.23941046835701
2015-06-27,48.51,119.77703506203567,118.23941046835701
2015-06-28,98.41,119.77703506203567,118.23941046835701
2015-06-29,78.5,119.77703506203567,118.23941046835701
2015-06-30,122.02,119.77703506203567,118.23941046835701
2015-07-01,90.8,123.79260440344112,122.26441978941537
2015-07-02,44.58,123.79260440344112,122.26441978941537
2015-07-03,41.29,123.79260440344112,122.26441978941537
2015-07-04,69.18,123.79260440344112,122.26441978941537
2015-07-05,65.35,123.79260440344112,122.26441978941537
2015-07-06,100.06,123.79260440344112,122.26441978941537
2015-07-07,85.7,123.79260440344112,122.26441978941537
2015-07-08,62.4,123.79260440344112,122.26441978941537
2015-07-09,98.19,123.79260440344112,122.26441978941537
2015-07-10,94.87,123.79260440344112,122.26441978941537
2015-07-11,190.28,123.79260440344112,122.26441978941537
2015-07-12,90.6,123.79260440344112,122.26441978941537
2015-07-13,79.98,123.79260440344112,122.26441978941537
2015-07-14,68.09,123.79260440344112,122.26441978941537
2015-07-15,62.09,123.79260440344112,122.26441978941537
2015-07-16,72.0,123.79260440344112,122.26441978941537
2015-07-17,42.31,123.79260440344112,122.26441978941537
2015-07-18,66.8,123.79260440344112,122.26441978941537
2015-07-19,338.31,123.79260440344112,122.26441978941537
2015-07-20,46.59,123.79260440344112,122.26441978941537
2015-07-21,71.87,123.79260440344112,122.26441978941537
2015-07-22,43.42,123.79260440344112,122.26441978941537
2015-07-23,45.0,123.79260440344112,122.26441978941537
2015-07-24,60.12,123.79260440344112,122.26441978941537
2015-07-25,25.18,123.79260440344112,122.26441978941537
2015-07-26,56.04,123.79260440344112,122.26441978941537
2015-07-27,35.53,123.79260440344112,122.26441978941537
2015-07-28,38.06,123.79260440344112,122.26441978941537
2015-07-29,53.93,123.79260440344112,122.26441978941537
2015-07-30,35.73,123.79260440344112,122.26441978941537
2015-07-31,29.32,123.79260440344112,122.26441978941537
2015-08-01,39.77,120.17289708662904,116.88510286786234
2015-08-02,108.74,120.17289708662904,116.88510286786234
2015-08-03,88.27,120.17289708662904,116.88510286786234
2015-08-04,53.56,120.17289708662904,116.88510286786234
2015-08-05,43.76,120.17289708662904,116.88510286786234
2015-08-06,21.3,120.17289708662904,116.88510286786234
2015-08-07,3.32,120.17289708662904,116.88510286786234
2015-08-08,44.81,120.17289708662904,116.88510286786234
2015-08-09,82.77,120.17289708662904,116.88510286786234
2015-08-10,82.73,120.17289708662904,116.88510286786234
2015-08-11,65.65,120.17289708662904,116.88510286786234
2015-08-12,38.09,120.17289708662904,116.88510286786234
2015-08-13,35.58,120.17289708662904,116.88510286786234
2015-08-14,55.58,120.17289708662904,116.88510286786234
2015-08-15,76.16,120.17289708662904,116.88510286786234
2015-08-16,46.54,120.17289708662904,116.88510286786234
2015-08-17,26.3,120.17289708662904,116.88510286786234
2015-08-18,60.75,120.17289708662904,116.88510286786234
2015-08-19,83.7,120.17289708662904,116.88510286786234
2015-08-20,35.99,120.17289708662904,116.88510286786234
2015-08-21,80.21,120.17289708662904,116.88510286786234
2015-08-22,91.75,120.17289708662904,116.88510286786234
2015-08-23,80.18,120.17289708662904,116.88510286786234
2015-08-24,152.98,120.17289708662904,116.88510286786234
2015-08-25,177.02,120.17289708662904,116.88510286786234
2015-08-26,87.48,120.17289708662904,116.88510286786234
2015-08-27,61.26,120.17289708662904,116.88510286786234
2015-08-28,93.15,120.17289708662904,116.88510286786234
2015-08-29,164.55,120.17289708662904,116.88510286786234
2015-08-30,160.43,120.17289708662904,116.88510286786234
2015-08-31,113.96,120.17289708662904,116.88510286786234
2015-09-01,92.72,153.95840831252073,153.34961896053886
2015-09-02,93.82,153.95840831252073,153.34961896053886
2015-09-03,57.57,153.95840831252073,153.34961896053886
2015-09-04,144.81,153.95840831252073,153.34961896053886
2015-09-05,171.0,153.95840831252073,153.34961896053886
2015-09-06,98.96,153.95840831252073,153.34961896053886
2015-09-07,119.62,153.95840831252073,153.34961896053886
2015-09-08,69.15,153.95840831252073,153.34961896053886
2015-09-09,46.57,153.95840831252073,153.34961896053886
2015-09-10,67.06,153.95840831252073,153.34961896053886
2015-09-11,89.61,153.95840831252073,153.34961896053886
2015-09-12,99.3,153.95840831252073,153.34961896053886
2015-09-13,181.35,153.95840831252073,153.34961896053886
2015-09-14,88.46,153.95840831252073,153.34961896053886
2015-09-15,100.95,153.95840831252073,153.34961896053886
2015-09-16,67.49,153.95840831252073,153.34961896053886
2015-09-17,71.27,153.95840831252073,153.34961896053886
2015-09-18,77.99,153.95840831252073,153.34961896053886
2015-09-19,104.86,153.95840831252073,153.34961896053886
2015-09-20,88.42,153.95840831252073,153.34961896053886
2015-09-21,87.15,153.95840831252073,153.34961896053886
2015-09-22,87.71,153.95840831252073,153.34961896053886
2015-09-23,64.87,153.95840831252073,153.34961896053886
2015-09-24,41.42,153.95840831252073,153.34961896053886
2015-09-25,44.34,153.95840831252073,153.34961896053886
2015-09-26,87.87,153.95840831252073,153.34961896053886
2015-09-27,82.39,153.95840831252073,153.34961896053886
2015-09-28,41.68,153.95840831252073,153.34961896053886
2015-09-29,65.7,153.95840831252073,153.34961896053886
2015-09-30,77.75,153.95840831252073,153.34961896053886
2015-10-01,69.02,116.20497727171133,114.95462040671197
2015-10-02,64.84,116.20497727171133,114.95462040671197
2015-10-03,46.31,116.20497727171133,114.95462040671197
2015-10-04,87.51,116.20497727171133,114.95462040671197
2015-10-05,48.01,116.20497727171133,114.95462040671197
2015-10-06,110.95,116.20497727171133,114.95462040671197
2015-10-07,49.15,116.20497727171133,114.95462040671197
2015-10-08,26.35,116.20497727171133,114.95462040671197
2015-10-09,78.91,116.20497727171133,114.95462040671197
2015-10-10,111.14,116.20497727171133,114.95462040671197
2015-10-11,93.28,116.20497727171133,114.95462040671197
2015-10-12,112.89,116.20497727171133,114.95462040671197
2015-10-13,33.11,116.20497727171133,114.95462040671197
2015-10-14,59.36,116.20497727171133,114.95462040671197
2015-10-15,35.67,116.20497727171133,114.95462040671197
2015-10-16,51.22,116.20497727171133,114.95462040671197
2015-10-17,49.26,116.20497727171133,114.95462040671197
2015-10-18,66.3,116.20497727171133,114.95462040671197
2015-10-19,51.91,116.20497727171133,114.95462040671197
2015-10-20,27.87,116.20497727171133,114.95462040671197
2015-10-21,83.48,116.20497727171133,114.95462040671197
2015-10-22,52.71,116.20497727171133,114.95462040671197
2015-10-23,51.59,116.20497727171133,114.95462040671197
2015-10-24,87.13,116.20497727171133,114.95462040671197
2015-10-25,66.66,116.20497727171133,114.95462040671197
2015-10-26,75.05,116.20497727171133,114.95462040671197
2015-10-27,74.57,116.20497727171133,114.95462040671197
2015-10-28,112.28,116.20497727171133,114.95462040671197
2015-10-29,77.35,116.20497727171133,114.95462040671197
2015-10-30,38.41,116.20497727171133,114.95462040671197
2015-10-31,46.01,116.20497727171133,114.95462040671197
2015-11-01,93.34,105.97552475247888,105.56948160445923
2015-11-02,32.86,105.97552475247888,105.56948160445923
2015-11-03,72.75,105.97552475247888,105.56948160445923
2015-11-04,45.24,105.97552475247888,105.56948160445923
2015-11-05,33.09,105.97552475247888,105.56948160445923
2015-11-06,78.78,105.97552475247888,105.56948160445923
2015-11-07,102.94,105.97552475247888,105.56948160445923
2015-11-08,93.34,105.97552475247888,105.56948160445923
2015-11-09,60.61,105.97552475247888,105.56948160445923
2015-11-10,44.19,105.97552475247888,105.56948160445923
2015-11-11,44.92,105.97552475247888,105.56948160445923
2015-11-12,20.53,105.97552475247888,105.56948160445923
2015-11-13,33.65,105.97552475247888,105.56948160445923
2015-11-14,54.12,105.97552475247888,105.56948160445923
2015-11-15,87.14,105.97552475247888,105.56948160445923
2015-11-16,91.65,105.97552475247888,105.56948160445923
2015-11-17,63.48,105.97552475247888,105.56948160445923
2015-11-18,68.43,105.97552475247888,105.56948160445923
2015-11-19,43.31,105.97552475247888,105.56948160445923
2015-11-20,48.78,105.97552475247888,105.56948160445923
2015-11-21,26.01,105.97552475247888,105.56948160445923
2015-11-22,51.15,105.97552475247888,105.56948160445923
2015-11-23,13.92,105.97552475247888,105.56948160445923
2015-11-24,28.8,105.97552475247888,105.56948160445923
2015-11-25,20.42,105.97552475247888,105.56948160445923
2015-11-26,95.75,105.97552475247888,105.56948160445923
2015-11-27,45.15,105.97552475247888,105.56948160445923
2015-11-28,44.18,105.97552475247888,105.56948160445923
2015-11-29,64.8,105.97552475247888,105.56948160445923
2015-11-30,61.99,105.97552475247888,105.56948160445923
2015-12-01,48.27,112.97410011842781,116.441617444224
2015-12-02,47.61,112.97410011842781,116.441617444224
2015-12-03,38.7,112.97410011842781,116.441617444224
2015-12-04,34.6,112.97410011842781,116.441617444224
2015-12-05,44.67,112.97410011842781,116.441617444224
2015-12-06,74.22,112.97410011842781,116.441617444224
2015-12-07,50.85,112.97410011842781,116.441617444224
2015-12-08,43.97,112.97410011842781,116.441617444224
2015-12-09,57.21,112.97410011842781,116.441617444224
2015-12-10,64.28,112.97410011842781,116.441617444224
2015-12-11,110.78,112.97410011842781,116.441617444224
2015-12-12,61.68,112.97410011842781,116.441617444224
2015-12-13,89.96,112.97410011842781,116.441617444224
2015-12-14,56.77,112.97410011842781,116.441617444224
2015-12-15,78.0,112.97410011842781,116.441617444224
2015-12-16,85.34,112.97410011842781,116.441617444224
2015-12-17,100.26,112.97410011842781,116.441617444224
2015-12-18,86.5,112.97410011842781,116.441617444224
2015-12-19,63.29,112.97410011842781,116.441617444224
2015-12-20,55.79,112.97410011842781,116.441617444224
2015-12-21,79.05,112.97410011842781,116.441617444224
2015-12-22,77.14,112.97410011842781,116.441617444224
2015-12-23,75.23,112.97410011842781,116.441617444224
2015-12-24,58.39,112.97410011842781,116.441617444224
2015-12-25,64.23,112.97410011842781,116.441617444224
2015-12-26,122.65,112.97410011842781,116.441617444224
2015-12-27,118.36,112.97410011842781,116.441617444224
2015-12-28,106.39,112.97410011842781,116.441617444224
2015-12-29,59.15,112.97410011842781,116.441617444224
2015-12-30,90.42,112.97410011842781,116.441617444224
2015-12-31,59.74,112.97410011842781,116.441617444224
2016-01-01,102.81,144.6665313289973,140.31772601124712
2016-01-02,71.43,144.6665313289973,140.31772601124712
2016-01-03,163.65,144.6665313289973,140.31772601124712
2016-01-04,106.94,144.6665313289973,140.31772601124712
2016-01-05,52.8,144.6665313289973,140.31772601124712
2016-01-06,30.4,144.6665313289973,140.31772601124712
2016-01-07,56.4,144.6665313289973,140.31772601124712
2016-01-08,62.21,144.6665313289973,140.31772601124712
2016-01-09,73.93,144.6665313289973,140.31772601124712
2016-01-10,115.76,144.6665313289973,140.31772601124712
2016-01-11,65.1,144.6665313289973,140.31772601124712
2016-01-12,67.32,144.6665313289973,140.31772601124712
2016-01-13,130.12,144.6665313289973,140.31772601124712
2016-01-14,72.92,144.6665313289973,140.31772601124712
2016-01-15,67.14,144.6665313289973,140.31772601124712
2016-01-16,137.85,144.6665313289973,140.31772601124712
2016-01-17,126.15,144.6665313289973,140.31772601124712
2016-01-18,71.03,144.6665313289973,140.31772601124712
2016-01-19,81.9,144.6665313289973,140.31772601124712
2016-01-20,70.19,144.6665313289973,140.31772601124712
2016-01-21,110.2,144.6665313289973,140.31772601124712
2016-01-22,68.43,144.6665313289973,140.31772601124712
2016-01-23,76.65,144.6665313289973,140.31772601124712
2016-01-24,62.13,144.6665313289973,140.31772601124712
2016-01-25,55.72,144.6665313289973,140.31772601124712
2016-01-26,78.09,144.6665313289973,140.31772601124712
2016-01-27,39.01,144.6665313289973,140.31772601124712
2016-01-28,59.62,144.6665313289973,140.31772601124712
2016-01-29,41.51,144.6665313289973,140.31772601124712
2016-01-30,79.82,144.6665313289973,140.31772601124712
2016-01-31,94.57,144.6665313289973,140.31772601124712
2016-02-01,183.2,147.71160954266273,145.21823900177395
2016-02-02,117.91,147.71160954266273,145.21823900177395
2016-02-03,73.51,147.71160954266273,145.21823900177395
2016-02-04,40.73,147.71160954266273,145.21823900177395
2016-02-05,41.41,147.71160954266273,145.21823900177395
2016-02-06,78.95,147.71160954266273,145.21823900177395
2016-02-07,60.29,147.71160954266273,145.21823900177395
2016-02-08,88.26,147.71160954266273,145.21823900177395
2016-02-09,38.4,147.71160954266273,145.21823900177395
2016-02-10,77.84,147.71160954266273,145.21823900177395
2016-02-11,106.25,147.71160954266273,145.21823900177395
2016-02-12,74.63,147.71160954266273,145.21823900177395
2016-02-13,45.01,147.71160954266273,145.21823900177395
2016-02-14,110.8,147.71160954266273,145.21823900177395
2016-02-15,67.33,147.71160954266273,145.21823900177395
2016-02-16,48.57,147.71160954266273,145.21823900177395
2016-02-17,108.64,147.71160954266273,145.21823900177395
2016-02-18,117.33,147.71160954266273,145.21823900177395
2016-02-19,85.85,147.71160954266273,145.21823900177395
2016-02-20,80.64,147.71160954266273,145.21823900177395
2016-02-21,78.42,147.71160954266273,145.21823900177395
2016-02-22,55.88,147.71160954266273,145.21823900177395
2016-02-23,57.33,147.71160954266273,145.21823900177395
2016-02-24,62.26,147.71160954266273,145.21823900177395
2016-02-25,57.5,147.71160954266273,145.21823900177395
2016-02-26,41.87,147.71160954266273,145.21823900177395
2016-02-27,126.51,147.71160954266273,145.21823900177395
2016-02-28,97.94,147.71160954266273,145.21823900177395
2016-02-29,65.74,147.71160954266273,145.21823900177395
2016-03-01,49.35,159.9129542006606,161.5388003038858
2016-03-02,41.64,159.9129542006606,161.5388003038858
2016-03-03,48.6,159.9129542006606,161.5388003038858
2016-03-04,46.74,159.9129542006606,161.5388003038858
2016-03-05,128.08,159.9129542006606,161.5388003038858
2016-03-06,112.51,159.9129542006606,161.5388003038858
2016-03-07,59.99,159.9129542006606,161.5388003038858
2016-03-08,77.42,159.9129542006606,161.5388003038858
2016-03-09,46.99,159.9129542006606,161.5388003038858
2016-03-10,30.22,159.9129542006606,161.5388003038858
2016-03-11,29.26,159.9129542006606,161.5388003038858
2016-03-12,68.49,159.9129542006606,161.5388003038858
2016-03-13,108.23,159.9129542006606,161.5388003038858
2016-03-14,54.04,159.9129542006606,161.5388003038858
2016-03-15,45.63,159.9129542006606,161.5388003038858
2016-03-16,48.66,159.9129542006606,161.5388003038858
2016-03-17,40.06,159.9129542006606,161.5388003038858
2016-03-18,58.48,159.9129542006606,161.5388003038858
2016-03-19,32.84,159.9129542006606,161.5388003038858
2016-03-20,73.89,159.9129542006606,161.5388003038858
2016-03-21,89.85,159.9129542006606,161.5388003038858
2016-03-22,55.17,159.9129542006606,161.5388003038858
2016-03-23,87.98,159.9129542006606,161.5388003038858
2016-03-24,50.15,159.9129542006606,161.5388003038858
2016-03-25,36.39,159.9129542006606,161.5388003038858
2016-03-26,61.36,159.9129542006606,161.5388003038858
2016-03-27,53.45,159.9129542006606,161.5388003038858
2016-03-28,105.86,159.9129542006606,161.5388003038858
2016-03-29,69.82,159.9129542006606,161.5388003038858
2016-03-30,124.96,159.9129542006606,161.5388003038858
2016-03-31,36.42,159.9129542006606,161.5388003038858
2016-04-01,30.46,142.77454810405797,145.5440893621697
2016-04-02,61.05,142.77454810405797,145.5440893621697
2016-04-03,100.09,142.77454810405797,145.5440893621697
2016-04-04,38.89,142.77454810405797,145.5440893621697
2016-04-05,25.71,142.77454810405797,145.5440893621697
2016-04-06,36.17,142.77454810405797,145.5440893621697
2016-04-07,28.9,142.77454810405797,145.5440893621697
2016-04-08,30.25,142.77454810405797,145.5440893621697
2016-04-09,19.81,142.77454810405797,145.5440893621697
2016-04-10,66.3,142.77454810405797,145.5440893621697
2016-04-11,101.11,142.77454810405797,145.5440893621697
2016-04-12,34.46,142.77454810405797,145.5440893621697
2016-04-13,37.74,142.77454810405797,145.5440893621697
2016-04-14,21.42,142.77454810405797,145.5440893621697
2016-04-15,52.17,142.77454810405797,145.5440893621697
2016-04-16,82.72,142.77454810405797,145.5440893621697
2016-04-17,127.3,142.77454810405797,145.5440893621697
2016-04-18,63.08,142.77454810405797,145.5440893621697
2016-04-19,20.66,142.77454810405797,145.5440893621697
2016-04-20,41.3,142.77454810405797,145.5440893621697
2016-04-21,34.27,142.77454810405797,145.5440893621697
2016-04-22,112.29,142.77454810405797,145.5440893621697
2016-04-23,77.26,142.77454810405797,145.5440893621697
2016-04-24,57.8,142.77454810405797,145.5440893621697
2016-04-25,59.83,142.77454810405797,145.5440893621697
2016-04-26,49.42,142.77454810405797,145.5440893621697
2016-04-27,42.37,142.77454810405797,145.5440893621697
2016-04-28,20.3,142.77454810405797,145.5440893621697
2016-04-29,54.91,142.77454810405797,145.5440893621697
2016-04-30,45.03,142.77454810405797,145.5440893621697
2016-05-01,61.59,126.73436287540859,123.19565136880323
2016-05-02,72.72,126.73436287540859,123.19565136880323
2016-05-03,45.4,126.73436287540859,123.19565136880323
2016-05-04,44.1,126.73436287540859,123.19565136880323
2016-05-05,34.04,126.73436287540859,123.19565136880323
2016-05-06,31.3,126.73436287540859,123.19565136880323
2016-05-07,46.71,126.73436287540859,123.19565136880323
2016-05-08,57.56,126.73436287540859,123.19565136880323
2016-05-09,59.73,126.73436287540859,123.19565136880323
2016-05-10,62.97,126.73436287540859,123.19565136880323
2016-05-11,54.4,126.73436287540859,123.19565136880323
2016-05-12,50.82,126.73436287540859,123.19565136880323
2016-05-13,59.77,126.73436287540859,123.19565136880323
2016-05-14,31.04,126.73436287540859,123.19565136880323
2016-05-15,99.03,126.73436287540859,123.19565136880323
2016-05-16,82.79,126.73436287540859,123.19565136880323
2016-05-17,51.62,126.73436287540859,123.19565136880323
2016-05-18,32.08,126.73436287540859,123.19565136880323
2016-05-19,58.53,126.73436287540859,123.19565136880323
2016-05-20,25.94,126.73436287540859,123.19565136880323
2016-05-21,54.62,126.73436287540859,123.19565136880323
2016-05-22,113.01,126.73436287540859,123.19565136880323
2016-05-23,141.68,126.73436287540859,123.19565136880323
2016-05-24,66.06,126.73436287540859,123.19565136880323
2016-05-25,51.51,126.73436287540859,123.19565136880323
2016-05-26,23.07,126.73436287540859,123.19565136880323
2016-05-27,19.22,126.73436287540859,123.19565136880323
2016-05-28,41.02,126.73436287540859,123.19565136880323
2016-05-29,54.25,126.73436287540859,123.19565136880323
2016-05-30,35.86,126.73436287540859,123.19565136880323
2016-05-31,48.19,126.73436287540859,123.19565136880323
