date,TotRes,UnemRt,IndPro,CPIPrc
2015-03-17,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-18,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-19,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-20,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-21,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-22,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-23,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-24,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-25,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-26,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-27,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-28,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-29,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-30,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-03-31,12044461.9390666,7.23543878385,1539008052752.74,114.65868247772
2015-04-01,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-02,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-03,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-04,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-05,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-06,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-07,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-08,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-09,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-10,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-11,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-12,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-13,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-14,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-15,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-16,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-17,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-18,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-19,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-20,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-21,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-22,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-23,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-24,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-25,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-26,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-27,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-28,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-29,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-04-30,12162501.1368134,7.24712433135,1542156739523.29,114.85889796401
2015-05-01,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-02,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-03,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-04,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-05,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-06,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-07,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-08,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-09,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-10,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-11,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-12,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-13,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-14,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-15,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-16,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-17,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-18,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-19,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-20,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-21,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-22,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-23,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-24,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-25,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-26,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-27,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-28,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-29,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-30,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-05-31,12094445.1393238,7.25924423887,1541332613438.18,115.21401101162
2015-06-01,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-02,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-03,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-04,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-05,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-06,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-07,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-08,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-09,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-10,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-11,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-12,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-13,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-14,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-15,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-16,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-17,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-18,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-19,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-20,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-21,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-22,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-23,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-24,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-25,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-26,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-27,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-28,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-29,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-06-30,12082270.0795249,7.22571595071,1547680776248.63,115.44973271618
2015-07-01,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-02,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-03,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-04,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-05,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-06,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-07,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-08,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-09,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-10,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-11,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-12,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-13,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-14,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-15,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-16,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-17,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-18,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-19,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-20,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-21,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-22,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-23,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-24,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-25,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-26,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-27,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-28,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-29,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-30,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-07-31,11975518.9645427,7.21872200435,1551585606434.46,115.6624912143
2015-08-01,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-02,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-03,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-04,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-05,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-06,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-07,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-08,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-09,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-10,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-11,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-12,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-13,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-14,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-15,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-16,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-17,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-18,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-19,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-20,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-21,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-22,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-23,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-24,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-25,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-26,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-27,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-28,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-29,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-30,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-08-31,11872575.6367753,7.19870625429,1550889730644.42,115.82841818191
2015-09-01,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-02,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-03,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-04,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-05,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-06,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-07,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-08,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-09,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-10,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-11,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-12,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-13,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-14,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-15,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-16,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-17,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-18,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-19,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-20,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-21,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-22,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-23,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-24,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-25,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-26,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-27,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-28,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-29,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-09-30,11825563.0433516,7.19210829075,1558802561242,115.86409725675
2015-10-01,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-02,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-03,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-04,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-05,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-06,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-07,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-08,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-09,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-10,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-11,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-12,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-13,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-14,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-15,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-16,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-17,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-18,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-19,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-20,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-21,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-22,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-23,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-24,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-25,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-26,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-27,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-28,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-29,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-30,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-10-31,11818818.2795255,7.18076535138,1559619950165.29,116.05580496856
2015-11-01,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-02,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-03,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-04,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-05,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-06,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-07,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-08,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-09,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-10,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-11,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-12,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-13,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-14,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-15,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-16,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-17,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-18,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-19,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-20,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-21,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-22,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-23,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-24,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-25,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-26,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-27,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-28,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-29,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-11-30,11624339.6224177,7.21420166743,1556837294463.73,116.2951524617
2015-12-01,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-02,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-03,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-04,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-05,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-06,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-07,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-08,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-09,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-10,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-11,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-12,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-13,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-14,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-15,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-16,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-17,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-18,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-19,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-20,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-21,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-22,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-23,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-24,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-25,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-26,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-27,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-28,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-29,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-30,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2015-12-31,11548256.0458472,7.22604968602,1554214373972.81,116.43331703658
2016-01-01,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-02,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-03,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-04,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-05,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-06,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-07,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-08,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-09,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-10,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-11,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
2016-01-12,11424852.0055828,7.18958516357,1566038323324.35,116.49479203939
