date,UnemRt,TotRes,IndPro,CPIPrc
2015-03-17,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-18,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-19,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-20,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-21,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-22,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-23,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-24,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-25,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-26,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-27,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-28,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-29,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-30,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-03-31,7.2353815178,12044461.9390666,1539014830382.52,114.65868247772
2015-04-01,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-02,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-03,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-04,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-05,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-06,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-07,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-08,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-09,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-10,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-11,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-12,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-13,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-14,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-15,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-16,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-17,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-18,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-19,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-20,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-21,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-22,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-23,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-24,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-25,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-26,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-27,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-28,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-29,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-04-30,7.24706206702,12162501.1368134,1542138638051.78,114.85889796401
2015-05-01,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-02,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-03,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-04,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-05,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-06,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-07,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-08,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-09,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-10,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-11,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-12,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-13,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-14,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-15,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-16,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-17,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-18,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-19,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-20,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-21,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-22,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-23,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-24,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-25,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-26,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-27,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-28,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-29,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-30,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-05-31,7.25921105674,12094445.1393238,1541329232849.93,115.21401101162
2015-06-01,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-02,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-03,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-04,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-05,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-06,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-07,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-08,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-09,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-10,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-11,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-12,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-13,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-14,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-15,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-16,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-17,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-18,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-19,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-20,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-21,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-22,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-23,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-24,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-25,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-26,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-27,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-28,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-29,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-06-30,7.22566923535,12082270.0795249,1547676958382.39,115.44973271618
2015-07-01,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-02,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-03,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-04,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-05,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-06,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-07,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-08,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-09,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-10,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-11,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-12,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-13,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-14,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-15,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-16,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-17,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-18,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-19,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-20,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-21,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-22,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-23,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-24,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-25,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-26,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-27,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-28,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-29,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-30,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-07-31,7.21866467638,11975518.9645427,1551581961749.64,115.6624912143
2015-08-01,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-02,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-03,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-04,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-05,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-06,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-07,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-08,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-09,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-10,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-11,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-12,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-13,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-14,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-15,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-16,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-17,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-18,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-19,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-20,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-21,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-22,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-23,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-24,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-25,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-26,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-27,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-28,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-29,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-30,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-08-31,7.19864954778,11872575.6367753,1550891424663.07,115.82841818191
2015-09-01,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-02,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-03,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-04,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-05,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-06,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-07,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-08,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-09,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-10,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-11,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-12,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-13,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-14,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-15,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-16,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-17,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-18,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-19,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-20,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-21,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-22,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-23,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-24,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-25,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-26,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-27,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-28,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-29,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-09-30,7.19205646177,11825563.0433516,1558794339536.46,115.86409725675
2015-10-01,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-02,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-03,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-04,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-05,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-06,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-07,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-08,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-09,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-10,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-11,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-12,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-13,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-14,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-15,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-16,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-17,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-18,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-19,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-20,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-21,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-22,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-23,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-24,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-25,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-26,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-27,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-28,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-29,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-30,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-10-31,7.18071801636,11818818.2795255,1559611669045.46,116.05580496856
2015-11-01,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-02,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-03,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-04,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-05,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-06,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-07,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-08,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-09,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-10,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-11,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-12,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-13,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-14,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-15,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-16,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-17,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-18,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-19,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-20,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-21,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-22,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-23,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-24,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-25,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-26,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-27,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-28,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-29,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-11-30,7.21428679615,11624339.6224177,1556828706112.96,116.2951524617
2015-12-01,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-02,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-03,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-04,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-05,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-06,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-07,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-08,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-09,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-10,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-11,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-12,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-13,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-14,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-15,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-16,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-17,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-18,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-19,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-20,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-21,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-22,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-23,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-24,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-25,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-26,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-27,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-28,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-29,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-30,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2015-12-31,7.22613834404,11548256.0458472,1554224072639.85,116.43331703658
2016-01-01,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-02,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-03,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-04,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-05,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-06,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-07,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-08,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-09,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-10,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
2016-01-11,7.18997058819,11424852.0055828,1566048254168.68,116.49479203939
