symbol,n,nobs,n_regs,regs_used,opt_hac_lag,r2,adj_r2,aic,bic,log_likelihood,fstat,f_pval,durbin_watson,coef_Intercept,stderr_Intercept,tval_Intercept,pval_Intercept,coef_log_daily_return,stderr_log_daily_return,tval_log_daily_return,pval_log_daily_return,coef_InvSIX,stderr_InvSIX,tval_InvSIX,pval_InvSIX,coef_log_diff_AdrActCnt,stderr_log_diff_AdrActCnt,tval_log_diff_AdrActCnt,pval_log_diff_AdrActCnt,coef_log_diff_volume_trusted_spot_usd_1d,stderr_log_diff_volume_trusted_spot_usd_1d,tval_log_diff_volume_trusted_spot_usd_1d,pval_log_diff_volume_trusted_spot_usd_1d,coef_log_diff_TxCnt,stderr_log_diff_TxCnt,tval_log_diff_TxCnt,pval_log_diff_TxCnt,coef_log_UnemRt,stderr_log_UnemRt,tval_log_UnemRt,pval_log_UnemRt,coef_log_IndPro,stderr_log_IndPro,tval_log_IndPro,pval_log_IndPro,coef_log_CPIPrc,stderr_log_CPIPrc,tval_log_CPIPrc,pval_log_CPIPrc,coef_log_TotRes,stderr_log_TotRes,tval_log_TotRes,pval_log_TotRes
BTC,3803,3803,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.003321357579303519,0.0009375925562405962,20478.066500712077,20540.42275791172,-10229.033250356038,1.4825376207736807,0.1481658936116069,2.039117600720039,0.1564587281705883,0.05871435559687017,2.6647440235029762,0.007737580012474101,-0.08953126570283315,0.08561579401746831,-1.0457330534663494,0.29575146511162376,0.041664117696821865,0.05951800244247809,0.7000254710679961,0.4839546714610592,0.11734646406304224,0.068774377228705,1.706252659661515,0.08804356177984572,-0.0033565855296836117,0.0682081419661953,-0.0492109216425683,0.9607538192662803,-0.08844097150610726,0.060165200822549246,-1.4699688573624867,0.14165379019262636,0.297686609222004,0.1195701192856106,2.4896404804191614,0.012830096240885951,0.10149239948860142,0.19727961250665754,0.5144596453684558,0.6069608796785702,0.29934340149283933,0.160611954999353,1.8637678714143366,0.062432136542594975,-0.2477863687101442,0.14131239877185434,-1.7534651655739684,0.07960360530403238
BTG,2775,2775,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.003724381413010902,0.0004459607302749191,18666.084144491688,18725.259508031126,-9323.042072245844,0.7502453551539014,0.6628686386895319,2.027937970487604,-0.1946944713786792,0.13871292006619024,-1.4035784935229971,0.16055792906323715,0.10338299951411783,0.15827387050446026,0.6531905688829694,0.5136883338441278,0.10055947404617939,0.155025452721653,0.6486642824177599,0.516609854590034,-0.3702204602685136,0.4157483260824069,-0.8904917639888005,0.37328021341547846,0.08221258068521854,0.1436566054023873,0.5722854194900273,0.5671756618669894,0.23500421162364737,0.28908505960655917,0.812924099029832,0.4163323332578288,0.25101006709859697,0.3052125926553437,0.8224105857324373,0.4109149493131954,-0.013769960259182881,0.40077104223666477,-0.034358670682228074,0.9725936472518597,-0.010551826713155486,0.26061158747805696,-0.040488708945238025,0.9677064638539266,0.0813000738942066,0.2383721087928109,0.3410637020662148,0.7330818241541198
BUSD,2080,2080,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.20113132927812327,0.19760690867199737,8115.625272298389,8171.881223019714,-4047.8126361491945,1.6548745694825504,0.09470592252777002,2.326858774926413,-0.0006023817019403105,0.04057492789842764,-0.014846155819383575,0.9881563683395109,-0.8656171466115586,0.3156796524843166,-2.742074567680803,0.0061585648238495945,0.008138865744139662,0.024397275112752942,0.33359732619833904,0.7387177211614202,-0.05306787609632202,0.1052130955542258,-0.5043847043638342,0.6140455364098738,-0.009051095181900016,0.013927196459667805,-0.6498863721863449,0.5158387933859327,0.08349521569912544,0.11710457143031641,0.7129970647542964,0.4759291214227376,-0.012533889315810884,0.04659012746256556,-0.2690245766312116,0.7879379749270554,0.007175312491914009,0.024870088423563523,0.2885117402765507,0.7729843562145464,-0.019745261808173487,0.0930127779487973,-0.21228547564769087,0.8319055339915038,-0.011752760176252016,0.018359958742899335,-0.6401299883529076,0.5221599808460442
COMP,1808,1808,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.028569503765197513,0.023624439021920796,11326.459053452854,11381.291497613593,-5653.229526726427,6.891221572771364,8.304839571134044e-10,2.136852416370736,-0.07888921150991021,0.1386073639131212,-0.569155990581841,0.5693225799225563,0.9566844499746271,0.1267407673871058,7.5483561422080925,7.018521606035038e-14,0.16228812921952449,0.14161090793860304,1.1460143260283755,0.25194431067627027,-0.1616422965828253,0.25571069531660257,-0.6321295884111983,0.5273839341913305,-0.0469088041668583,0.22616727680380205,-0.2074075650101727,0.8357154609120059,0.0062889006316808015,0.307956104369397,0.02042141896994901,0.983709501868932,0.5244026260291639,0.5257639586510326,0.9974107532487362,0.31870166107961756,0.6767482983404624,0.6773214846577751,0.9991537455546647,0.31785694482597104,-0.13092554123677577,0.46084261390141534,-0.28410033553186925,0.7763667573760296,-0.20055464350369037,0.1495653144616046,-1.3409168043114397,0.1801197120371887
CRO,2264,2264,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004389156549953532,0.00036015583455317746,13713.77194293405,13770.887432730342,-6846.885971467025,1.4260663199965644,0.171024132153434,2.1228802592281504,0.01526049806515073,0.10841025017900363,0.1407661917572653,0.8880674000066531,0.011646353024819492,0.13756204047448128,0.0846625492370475,0.9325372904511418,0.11207968173445881,0.1039003243273308,1.0787231171806502,0.2808281561365745,-0.06659486566033249,0.29553579702027166,-0.225336038245697,0.8217385691063274,-0.058757922073473356,0.14522848977101305,-0.40458950007756106,0.685818184622693,-0.026552266536431002,0.33495030784731006,-0.07927225595665097,0.936823205159045,-0.10476771436860212,0.26573277952777097,-0.39425965646685734,0.6934271456965925,-0.6175414384222034,0.28149711172080855,-2.193775398429973,0.028354708286710075,0.21479525532107266,0.22646075138909466,0.9484877799068199,0.3429842406671728,0.31983532679480736,0.18478783409871913,1.7308245878564812,0.08362175527121969
CRV,1750,1750,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.011214027683291383,0.006009890986887645,11807.121533243764,11861.62232894184,-5893.560766621882,2.4767272917856857,0.008290674538381348,2.001793375940896,-0.16969393391805698,0.1874152371619526,-0.9054436367487988,0.3653579607114581,-0.39905434665030043,0.1470574557274344,-2.713594796512276,0.0067225589626305985,0.2791203038648333,0.19744140368918262,1.4136867883305353,0.15763590305766823,-0.06080489205166416,0.3575803237492746,-0.17004540801942686,0.8649945410639874,0.556717780071583,0.2668170566142786,2.086514959485504,0.0370798321884877,-0.24118007079803594,0.43635744011628474,-0.5527121772777931,0.5805327537768723,-0.06206815893314166,0.6379035595281402,-0.09730022353073829,0.9224993810502757,1.2659052709417407,1.0215818380442108,1.2391618799383515,0.21545560464413696,-1.1668106652905994,0.9397891322586972,-1.241566459154807,0.21456683566226725,0.14453297398984238,0.20439065137653492,0.7071408257493107,0.47957531977052037
CVC,2819,2819,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007267974849144432,0.004052937703999504,18704.728753225136,18764.06313710141,-9342.364376612568,1.4785304579256746,0.14984423366612865,2.00818654885034,-0.04397080770943536,0.12920503035609857,-0.34031807885690346,0.7336427255041069,-0.37346735114114316,0.310287325508463,-1.2036178098127213,0.22883984882227673,0.019332776513954486,0.1136044321356092,0.17017625237435297,0.8648839145649729,-0.4875358212387546,0.2951715876315485,-1.651703082775457,0.09870807239512151,0.2842364163481296,0.17111892624683592,1.6610460489807173,0.09681700055467776,0.16116125275786236,0.2928795491600688,0.5502646163586593,0.5821821141117058,0.5506398024324257,0.3871465549733667,1.4223032475913582,0.1550504643296209,0.1835169696240413,0.4274279771831645,0.4293517959059551,0.6677005117404008,0.298713869249545,0.281403021618382,1.0615162109191518,0.28854761041435895,-0.025032316243675745,0.3175078772883405,-0.07883998487679404,0.9371655759081452
DAI,2019,2019,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004553049927205288,2.6004676747959365e-05,1261.9409519098617,1317.8948246984014,-620.9704759549309,0.4153808587483513,0.9275878430384215,2.6150481093864406,0.0036603787708983206,0.007717834903711983,0.474275339724852,0.635355898445569,-0.015040539282739726,0.016843574378444297,-0.8929541286668927,0.37199030667775257,-0.003432332237412054,0.010041717052031334,-0.34180730443084223,0.732532203581898,0.00749319325749456,0.00938089849613928,0.7987713821419551,0.4245188360850761,0.010583726391838999,0.00953871926473665,1.109554238687535,0.26732596718496243,-0.02359809225288149,0.017367349896825455,-1.3587618371870853,0.174376911807384,-0.0033092146168749613,0.025619434367366394,-0.1291681373375746,0.8972377334649182,-0.008330624389086931,0.02498845201158739,-0.3333789698226981,0.7388835522479571,0.008638949970637959,0.022355031737822356,0.38644319864783583,0.6992100062590463,0.006709063329192993,0.00842858289222046,0.7959894818600438,0.4261336167221851
DASH,3803,3803,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004168069080672243,0.0017863291449099483,23665.492659169242,23727.848916368886,-11822.746329584621,1.7609524004515333,0.07051780889598425,2.0035205147413513,0.0721451903504083,0.08976230686448715,0.8037359206835543,0.42160027190936933,-0.2152827112939996,0.13658690386538047,-1.5761592451512145,0.1150731678072687,0.006976261246321169,0.08689879294648371,0.08028030090840817,0.9360185942825724,0.11855615590534271,0.10714218588628714,1.1065310542681062,0.26856746254678343,-0.02918018495518416,0.10133908223995121,-0.2879460155963438,0.7734039198642736,-0.12269146279993381,0.14737187045054304,-0.8325297251425482,0.4051628391977411,0.3145160434751899,0.1973585416120178,1.5936277239699568,0.11110342564300664,-0.03065415586562456,0.30798779747738003,-0.09953042333722957,0.9207224352145063,0.3900098966747991,0.22499570227743942,1.7334104284084622,0.08310465854897563,-0.3543734033203011,0.23031532746005137,-1.53864446291256,0.12397519535875523
DCR,3301,3301,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.01311706420035108,0.010393376245062202,21205.59416481576,21266.522675091146,-10592.79708240788,2.8900502812133713,0.00209357829983954,2.0944193736126215,0.06731183729025114,0.10765251963723609,0.6252695015135397,0.5318379446579626,-0.4381002218346771,0.28510023135620605,-1.536653336795479,0.12447523877532908,0.07478198304584291,0.093613152971901,0.7988405546845488,0.4244410474884335,0.26231164300821663,0.2783744429694898,0.9422978640211103,0.34610996214783496,-0.28565056938857925,0.1287759894522979,-2.218197434191658,0.026610013946694787,-0.4120961801873697,0.3194084929345326,-1.290185418682135,0.19707776548819644,0.7750573960725383,0.2345107421221928,3.304997413161958,0.0009600431735608593,0.6491532747857296,0.3123847651047248,2.07805676620659,0.037782175125468616,0.3731623450091064,0.23872146838813818,1.5631704493471876,0.11810954072283611,-0.6858670196802039,0.265804013139871,-2.5803486244554477,0.009913404365633045
DGB,3763,3763,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0025243517673565474,0.00011304883045248904,25931.16691634244,25993.416591131587,-12955.58345817122,1.1348998403731456,0.33377739116436406,2.0596772719133516,0.11890333619711521,0.1276257621927913,0.9316562279761355,0.3515746244172109,-0.06311808030785816,0.12274354791292702,-0.5142272761467956,0.6071236207056487,-0.025865720754293484,0.11691146532222432,-0.2212419516170116,0.8249161787184646,0.11927485148398856,0.12320075336076579,0.9681341081959044,0.3330402841144926,0.07481663959956615,0.14791503661861405,0.5058082079408485,0.613021241603289,-0.02121362663235507,0.13955433618744642,-0.15200979927890867,0.8791874433515717,0.5643848252369957,0.25303174329119055,2.2304902060746508,0.02577428351353549,-0.00127242897750518,0.43975678311760286,-0.0028934834580252467,0.9976914924660425,0.711116216532108,0.3582423979216284,1.9850141151848721,0.047216172138118594,-0.5101979912855895,0.29061869378731103,-1.7555580635118309,0.07924612860492912
DOGE,3803,3803,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005202184393476639,0.002822917760349264,25058.37480658826,25120.731063787905,-12519.18740329413,1.5510721162415382,0.12423126803451798,1.994461559399505,0.18607943931015436,0.10757300273039656,1.7297968317990855,0.08374857907845433,0.005357394909854513,0.2414346503874837,0.022189834397242952,0.9822977030725689,0.08928766094170495,0.11156307948461115,0.8003334199287782,0.42356816787263507,-0.02813034577767829,0.1073394179771424,-0.2620691103772201,0.7932825053845122,0.3078108452187065,0.13762788292158978,2.2365442138935934,0.025374511562670662,0.013773519182713717,0.09078797692737246,0.15171082833723787,0.8794231489150519,0.7033475434570763,0.2676233107608682,2.6281251115884467,0.008620569929450542,0.6980578257272473,0.3642996024121782,1.9161641163073415,0.05541989074482161,0.21727941102650417,0.24527504293106006,0.8858602507209644,0.3757494430509284,-0.4709604020921293,0.2070698879262301,-2.2744031341723225,0.02299780912018672
DOT,1745,1745,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.006271605198543639,0.001026118070559301,10644.081675709289,10698.55335930529,-5312.040837854644,0.6983265357365815,0.7109624032641799,2.0415288999850802,0.04795841510013859,0.13435114053754524,0.3569632152600619,0.7211635173607319,-0.07057186783469538,0.14568711476047,-0.48440706613433454,0.6281592228234308,0.0554216365803411,0.13639958307529254,0.40631822569243753,0.684559786930498,0.14270126961593504,0.20140727105032832,0.7085209430213489,0.4787186662020394,0.005959849681880902,0.12517324535965418,0.04761280787085736,0.9620304006073067,-0.13222468147258912,0.21664717060572777,-0.6103226785879535,0.5417294152393702,0.32879995680735774,0.42754469324068956,0.7690423059987725,0.4419747119188201,-0.8761212289830077,0.7806681670118213,-1.1222709801740143,0.2619052570891735,0.9639049369763207,0.6881325484205381,1.400754751666317,0.16146938991474846,0.07479431194437178,0.15098567978792532,0.49537354833536507,0.6204002995291263
DRGN,2705,2705,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009676019175343775,0.00633158546899415,19255.166793705714,19314.083840299016,-9617.583396852857,1.9955741191202507,0.03607264232874803,2.003354007537183,-0.10698286817838057,0.1719490579042743,-0.6221776931045412,0.5338782576941535,-0.6441862940298413,0.26383060510119904,-2.441666287285916,0.014684272287197464,0.09677444827022394,0.17671852440728034,0.5476191508208241,0.583999295493765,0.18289554479828934,0.37894391625789264,0.4826454178349142,0.6293871660217372,-0.2793581171239998,0.19003633819520127,-1.4700247319912527,0.1416730998465601,0.09933745708241937,0.4184861676721972,0.23737333454765705,0.8123854204363544,0.38086657285152875,0.3708679604669883,1.0269600328158583,0.3045324846956792,-0.5089441218025724,0.4797781388457021,-1.0607905625442642,0.28888121678340717,0.9856364063175082,0.4074174119367299,2.419229952966696,0.015619955376071464,0.04032703233516878,0.29851530376772806,0.13509200977698238,0.8925493294947593
ELF,2717,2717,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004336242930322087,0.0009888489020715152,17730.31516312747,17789.276969213624,-8855.157581563735,1.1247119115913558,0.34113505265975363,2.1214622885869883,-0.043852633834952234,0.1250516043661259,-0.35067629925451066,0.7258588001407391,0.061890592341259744,0.39318592939438435,0.15740795311924938,0.8749352168991312,0.06398426716530359,0.12436367310157351,0.5144932243440953,0.606949667619447,-0.11893477582055476,0.23517519004837828,-0.5057284137671516,0.6130889569923383,-0.35278913962761016,0.16391588970270204,-2.152257113495658,0.03146625087862499,0.05126943012251592,0.23752257550503197,0.2158507670839472,0.8291205191850846,0.19809684063617566,0.37899925413285046,0.5226839854590766,0.6012374375814742,-0.12807650051797317,0.3899636990323272,-0.32843185362070304,0.7426108491624727,0.21291849570354154,0.2673013649464487,0.7965484790779043,0.42578394361180083,0.12474107773489479,0.2737331877998835,0.4557031565572842,0.6486404126924297
EOS,2548,2548,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00807108534274581,0.004511531821248416,15641.38415438023,15699.696356526272,-7810.692077190115,1.593266484734772,0.11143811528098563,2.0114664621246185,-0.11362038509565983,0.10645847870835809,-1.0672741755677508,0.2859507677326911,-0.35436471956343973,0.17361199248117343,-2.041130422495826,0.04134234052840251,0.02518976002925665,0.10418899358474608,0.24176987570925715,0.8089782478551544,0.08073739434976268,0.09734946171811557,0.8293563510761398,0.40698171966990815,-0.11811697945705221,0.11298815225994603,-1.0453926105925384,0.29594229384158566,-0.23900715689794083,0.1016681798912078,-2.3508550773083137,0.018807361022769722,0.2795830699689983,0.2620508396823305,1.0669039271460496,0.2861179100893128,0.02840374761435046,0.31184147423812053,0.09108393193607565,0.9274331737876637,0.26902101905534903,0.2130569871028142,1.2626716575388746,0.2068245900216315,-0.04856640817719479,0.19351512205949692,-0.2509695762291015,0.8018581901513001
ETC,3232,3232,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.006798766202151474,0.003998386783548469,21068.783102997877,21129.498411933444,-10524.391551498938,1.2872924952358689,0.2381992177895891,1.8459094388707749,0.10754571352801437,0.11394062672088723,0.9438750393348454,0.34530494363656605,-0.48167051110109227,0.3036609349213306,-1.5862116449910773,0.11279035806203189,0.04968235386426919,0.10412783851288944,0.47712844685736244,0.6333033234436758,-0.0473332831997712,0.0926001777095761,-0.5111575849046811,0.6092760691369148,0.07801001816570478,0.11540629397411206,0.6759598240214176,0.4991151233189174,0.13845636905232916,0.10329358653616547,1.3404159318628404,0.18020555238292615,0.3819931625279732,0.2727351442936262,1.4006011712107038,0.1614305698930481,0.13733094227602988,0.4390369174307572,0.31280044302353927,0.7544527131045018,0.22176323759483785,0.22860769746036735,0.9700602388215029,0.33208996416235537,-0.2678836812612344,0.24890592671369946,-1.076244687292496,0.2818991749889379
ETH,3584,3584,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004524537113930083,0.0019965238052465084,22208.128550857873,22269.88684094502,-11094.064275428937,1.9642984167847102,0.039430628867138114,2.0340453106372127,0.2133659317501064,0.09184098377888228,2.3232104336317803,0.020224169092682213,-0.1719565258284207,0.14855290948851507,-1.1575439782397194,0.24712818919234897,-0.008531333469208636,0.08396952082533667,-0.10160035909880316,0.9190796419819185,-0.007893828756336757,0.0851510068614447,-0.09270388040368532,0.9261440540259203,0.06759327417696226,0.11276843890521417,0.5993988640188305,0.5489452497470437,0.049996705674491354,0.1562358903848597,0.3200078135141244,0.748981271473296,0.4831013488298011,0.21425333156529203,2.2548137072145353,0.02420581531761925,0.06699044228613103,0.36935696004425533,0.18137046145848834,0.8560871743999918,0.39992453828783275,0.20476966469235028,1.953045822918579,0.05089276183678033,-0.35764227600877435,0.24562707758725652,-1.4560376629556468,0.14547078734762664
FTT,2111,2111,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005340747698030945,0.0010182304258350428,14107.430059917704,14163.83609818164,-7043.715029958852,0.9218467223900506,0.5048083359464675,1.956359376342243,-0.0189391130051145,0.15661298914160277,-0.12092938848124891,0.9037586953406169,0.3419659259017178,0.9084806667739063,0.37641519341965585,0.7066468107858901,0.19043882218141894,0.13121991070225503,1.4512951667337648,0.1468491398274822,-0.07434105297144729,0.3427878747206769,-0.2168718862416724,0.8283295488016871,-0.09226447178010407,0.2641718954866633,-0.3492592261191616,0.7269302133996391,-0.07219474284927374,0.2925324455904691,-0.24679225821788944,0.8050934622024589,0.2517222694291094,0.24764470179578768,1.0164653941867254,0.30952654940840174,-0.04631195369151794,0.2916393030134338,-0.15879873944625586,0.8738429251715922,-0.041374746717839375,0.23958937530615404,-0.17269023997816915,0.8629117902621962,0.11478591915632727,0.19326542768783117,0.5939288807604708,0.5526245475335294
FUN,2828,2828,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007339584744953553,0.004135157292552094,18653.74070705338,18713.107308605635,-9316.87035352669,1.2420781981634916,0.2642129451652191,2.090975440977246,-0.059663377314977215,0.1278681985790808,-0.4666005932513241,0.640822119297588,-0.3668848553219399,0.3108284061562318,-1.180345322549228,0.2379635930141583,-0.0564516629106393,0.1280053077474788,-0.4410103292123148,0.6592397141772189,-0.03018116669877926,0.20094966083119206,-0.15019267300049327,0.880623470824953,-0.332926689910039,0.16504331444687337,-2.0172079737116917,0.04376947901576693,0.23714381223071337,0.24134247580509843,0.9826028818160638,0.3258881853230342,0.6065549670158789,0.3253178645256889,1.8644994116761207,0.06235661233266049,0.2788606150834735,0.3906622458023874,0.7138151128751058,0.47540126379731606,0.34285182618093385,0.2589885450643942,1.323810773544784,0.18567442752336819,-0.15102291109279556,0.22885491997412216,-0.6599067702362376,0.5093681691721459
GAS,2853,2853,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.02634038734387345,0.023225230389054663,19152.243078382777,19211.698632665313,-9566.121539191388,2.2363618783065555,0.017421918068335342,2.193674141434881,-0.03547320251165342,0.1346668071615203,-0.2634145953212258,0.7922503351965262,1.1063062127758496,0.40114108166225876,2.7578980646696905,0.005855027703478209,-0.08866931817452936,0.13081673586644643,-0.6778132598038048,0.49794584831184063,-0.22183656043081196,0.143761376947822,-1.5430887289798791,0.12292173054369683,-0.3085410699899442,0.1439212228172237,-2.143819125145869,0.032132870825024626,-0.25769510590926215,0.1358414738790269,-1.8970281943403495,0.057926548443140186,0.3600984075685153,0.30297367140904885,1.1885468657847222,0.2347183563020422,0.0375513190812454,0.3734837837881249,0.10054337219242707,0.9199201162555875,0.32382759839936537,0.2419899686835385,1.3381860420125502,0.1809439544119918,-0.07413889151831998,0.23528311388600107,-0.3151050251495805,0.7527052852657984
GNO,2951,2951,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00819959828494099,0.005133228097570441,18466.444023304324,18526.2408363282,-9223.222011652162,4.548105659465957,5.6795588685993504e-06,2.0075520383496244,0.013286667446657015,0.10474868774167885,0.12684328303399198,0.8990731978979336,-0.3573141313255144,0.07129679996828812,-5.011643320379638,5.719544866459476e-07,0.049330837244929655,0.10025925017035651,0.49203277663765355,0.6227332746238146,-0.16728157511419717,0.17581858094900266,-0.9514442342286809,0.34145790312353763,0.13979878787376962,0.13569664077449564,1.0302302774472585,0.3029875085398852,0.10990754979736185,0.2020416931378996,0.5439845018639128,0.5864937979091194,0.4295018008262529,0.26083692709089296,1.6466295843018648,0.09974214658116809,-0.15961357803552567,0.30471875199549947,-0.5238062212787058,0.6004532009913666,0.39155836382966336,0.23746852017415124,1.648885349277066,0.09927902862158287,0.043698480318667784,0.22927107755233128,0.19059743943801014,0.848854287043167
GNT,3023,3023,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004013739966646668,0.0010087529266532558,19959.73057080909,20019.770885887618,-9969.865285404545,1.4923166824696124,0.14465118135129681,2.1098933622481666,0.08365883311856842,0.12372328198679748,0.6761769634230659,0.49898071723022774,0.16271720370388065,0.1678879602477939,0.969201147382567,0.3325234136659818,-0.08614889853547178,0.11689948017458003,-0.736948516852387,0.4612116138261555,-0.3160681361067461,0.1536200604540537,-2.057466552041093,0.039728103994040594,-0.1659817915746289,0.12856306416240276,-1.291053481464616,0.19678517478634863,0.17607430394320905,0.15418069924412658,1.1419996459116881,0.2535458251411531,0.4727531931614971,0.29943479408087587,1.5788185024142811,0.11448372094055599,0.028530387887875208,0.3536033420627644,0.08068472351375876,0.9356980986524976,0.41385888133507837,0.2783317001178031,1.4869268615824707,0.13713981503008016,-0.24773403503464425,0.2842454194092339,-0.8715497880300984,0.38352417163830865
GUSD,2449,2449,9,"log_daily_return,InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.13391835756665638,0.13068268517898507,8181.125287587251,8239.036382693352,-4080.5626437936253,1.3625184745018617,0.19961611002948984,2.7901530232570786,-0.010000291266161462,0.026405755205309345,-0.3787163513562652,0.7049318826932253,0.5099251680632657,0.21926617601563242,2.325598855825857,0.020122600194993193,-0.003335485615205254,0.015389609748911777,-0.21673620511664446,0.8284322831311518,-0.06155004813242021,0.06961542092316779,-0.8841438766900647,0.37670678017924375,0.01883211315462749,0.05304885137555627,0.3549956816464627,0.7226239022140749,0.06536078884798145,0.04949345405710867,1.3205946138364892,0.1867620129201781,0.02443759845635216,0.05541550115440593,0.4409884950469169,0.6592608982854431,-0.0095867917143828,0.08484404741206908,-0.11299309741580148,0.9100454424024237,0.03468317348226017,0.06322189733524351,0.5485943153263415,0.5833347244610962,0.029092991967131634,0.03707183125313364,0.7847735324559246,0.4326635262746059
