symbol,n,nobs,n_regs,regs_used,opt_hac_lag,r2,adj_r2,aic,bic,log_likelihood,fstat,f_pval,durbin_watson,coef_Intercept,stderr_Intercept,tval_Intercept,pval_Intercept,coef_log_daily_return,stderr_log_daily_return,tval_log_daily_return,pval_log_daily_return,coef_TwitSIX,stderr_TwitSIX,tval_TwitSIX,pval_TwitSIX,coef_log_diff_AdrActCnt,stderr_log_diff_AdrActCnt,tval_log_diff_AdrActCnt,pval_log_diff_AdrActCnt,coef_log_diff_volume_trusted_spot_usd_1d,stderr_log_diff_volume_trusted_spot_usd_1d,tval_log_diff_volume_trusted_spot_usd_1d,pval_log_diff_volume_trusted_spot_usd_1d,coef_log_diff_TxCnt,stderr_log_diff_TxCnt,tval_log_diff_TxCnt,pval_log_diff_TxCnt,coef_log_UnemRt,stderr_log_UnemRt,tval_log_UnemRt,pval_log_UnemRt,coef_log_IndPro,stderr_log_IndPro,tval_log_IndPro,pval_log_IndPro,coef_log_CPIPrc,stderr_log_CPIPrc,tval_log_CPIPrc,pval_log_CPIPrc,coef_log_TotRes,stderr_log_TotRes,tval_log_TotRes,pval_log_TotRes
BSV,2389,2389,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005156665168195795,-0.0002176385613879006,11086.194035834404,11140.435688644824,-5533.097017917202,0.9015091858742813,0.5230122860919119,2.110415076363961,-0.11411566386475311,0.22262760560679642,-0.5125854161424326,0.6083093072313337,0.1280543035989669,0.20721021302047465,0.6179922395346108,0.536664922208441,-0.2017674036132056,0.35853767286949917,-0.5627509154014202,0.5736802253974056,-0.2040008603828332,0.2078110959634,-0.9816649079159956,0.3264074915658255,-0.062130607117221875,0.14190074877629563,-0.4378455198652252,0.6615550290137464,-0.21714089287119084,0.1613672277618574,-1.3456319221870943,0.17860435181712697,-0.09126201510490602,0.39743424299004176,-0.2296279616429345,0.8184090650422944,-0.16803288203154101,0.4785270384592292,-0.3511460555553487,0.7255231773401831,-0.02675438404002284,0.47672209500871676,-0.05612155240997093,0.9552517041707047,0.05556626573676726,0.28039962008090075,0.19816812062988998,0.8429377061165347
BTC,3803,3803,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004670416888659656,0.0017619862886588677,17100.36994718788,17160.7292108868,-8540.18497359394,1.8206729335123022,0.05971170166651292,2.0389602241198266,0.09798495145381109,0.07679214545234088,1.275976219659379,0.20206013948437995,-0.07438544400101872,0.08495980563789195,-0.8755368899742741,0.38135011934470564,0.06198822795427988,0.08708110957186482,0.7118447187805214,0.4766148498338335,0.2136710852861609,0.1004530416239035,2.1270743208169454,0.03349316697791838,0.007268429890170583,0.08971902825193409,0.081013248045449,0.9354366803283217,-0.24111911614834683,0.11893601076513342,-2.027301189918772,0.04271757592686016,0.3002974005717435,0.12103052479343275,2.481170771458457,0.013148151893817423,0.14623692688398957,0.20763374589883488,0.7043023100649564,0.4812977745432887,0.11604466502835005,0.23945149934090432,0.4846270136030287,0.6279754094870806,-0.18218717036143212,0.148887148574175,-1.2236594770344948,0.22117431472102386
BTG,2775,2775,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007195544564913892,0.0028411390586197127,13830.400129204929,13886.714445850697,-6905.200064602464,0.824494955196724,0.5935097438901163,2.0363050752585923,-0.12775908937597244,0.15061160180392197,-0.8482685785541227,0.39638734887680094,0.10496552888237787,0.157580160256348,0.6661087836921997,0.5054164457682493,-0.15339854497989175,0.2165130606364861,-0.708495573102815,0.4787180349386996,-0.4840841307466848,0.45447972653555585,-1.0651391084852118,0.2869382968999159,0.14488784315363687,0.15680858119798657,0.9239790453221525,0.35560586257950233,0.3494420088594577,0.3844906742694066,0.9088439128555018,0.3635392515254401,0.36246762095000595,0.31960562865079734,1.1341090032742815,0.25688129839176627,0.14816291449166588,0.41313857604834675,0.35862764476955405,0.7199105553322023,0.1619319768559136,0.3303600282325383,0.49016818930022227,0.6240672919270394,-0.04318994100016274,0.253805108516466,-0.17016970719232283,0.8648934495736638
BUSD,2080,2080,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.020789697605095303,0.014295303558260919,-3816.8318466339497,-3764.62810826671,1918.4159233169748,0.7644072956228257,0.6496152415135207,3.130740020048113,-0.0013300253710517803,0.0023269405735713527,-0.5715768533832721,0.5677033373416798,-0.018749657547902063,0.009398286045984796,-1.9950081808706417,0.0462416832382123,0.0017948902353245395,0.0013582035042862645,1.3215178945277082,0.18655149491972067,-0.00035404018081982365,0.0036514198228256513,-0.0969595932537414,0.9227728008096778,0.0014442208520542873,0.00281696435264636,0.5126869463923224,0.6082537627222482,0.006099737141464659,0.006539322542156422,0.9327781436291098,0.3511004590849137,-0.0004460691308705617,0.004080281424857571,-0.10932312858447808,0.9129623661164318,0.0006037900426586868,0.0037445873543001593,0.1612434122989051,0.8719256921113678,-0.002642713545474753,0.007058846869753419,-0.3743831810261481,0.7081777470665782,-0.0008121847312408759,0.001993333961853686,-0.4074504055936471,0.6837414786987779
COMP,1808,1808,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0408676036603578,0.03291166673219492,7163.5966724107875,7213.581768833294,-3571.7983362053938,9.259338300854377,1.2589224979722927e-13,2.168405061734704,0.10097183660132503,0.6391454866148618,0.1579794252105373,0.8745024072820204,0.977389329965604,0.11501410928528993,8.497995037645438,6.295474009476645e-17,-0.2986558245714752,0.11328562072275711,-2.6363083210919855,0.008501011482774361,-0.24018988476239062,0.3748784286567235,-0.6407140726209475,0.5218437634381994,-0.08504469385263777,0.278625400505239,-0.3052295077850904,0.7602499035149164,0.19676292033747214,0.488746638454668,0.40258674915821896,0.6873315628715164,1.019779416424043,1.265559718270833,0.805793200985722,0.42053866020684416,0.9326217414189774,0.8114297672634684,1.1493560860654972,0.25066247158339716,0.38040347252090845,1.4949136614633385,0.2544651790448819,0.7991844204981333,-0.08776593380584455,0.20723449792467713,-0.423510248943902,0.6720069598374504
CRO,2264,2264,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007507181198268986,0.0017106624641900492,9704.69815001503,9758.164701646796,-4842.349075007515,1.8418836197353872,0.05668054463781698,2.150318343567652,-0.048780112433292486,0.15935620037428833,-0.3061074016493871,0.7595642215788171,0.01667383907769565,0.13163277220785544,0.1266693605097577,0.8992186222544263,-0.20259495300909652,0.099097618474207,-2.0443977981350545,0.04108390153238325,-0.0754510222815867,0.3206596949113406,-0.23529936402655222,0.8140076525138323,-0.1370419741259445,0.16428380278301669,-0.8341782440168326,0.404309837649782,-0.02029036126961918,0.3726197482523619,-0.054453263319466504,0.956581102202516,-0.15525694419462224,0.28145072010083466,-0.5516310071581935,0.5812811675710293,-0.61636718860661,0.2982405600806957,-2.066677947626701,0.03893122279859399,0.10222473252385353,0.3412896272215454,0.2995248738031384,0.7645799889402611,0.44820937108868,0.2011561126600135,2.228166796234657,0.02601322997979933
CRV,1750,1750,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.01803484383190268,0.009429501664898976,7382.545721248481,7431.986593330776,-3681.2728606242404,3.1924315748643264,0.0008070298552050348,2.0048673032873987,0.08598102603770898,0.7483985368135402,0.11488668377652203,0.9085573971534839,-0.3919898135591838,0.15149701480064295,-2.587442492348834,0.009805549669141855,-0.3544572621110255,0.1392303834619295,-2.5458326932493627,0.011046910105252137,-0.4871762223633271,0.5923627959156474,-0.8224287982338125,0.41102379909699216,0.866796760596211,0.40362124124432125,2.1475499107132445,0.03198301645220107,0.13544967565033095,0.7965065741748256,0.17005468635416565,0.8650006217726611,0.3708421285067758,1.3772907281130624,0.2692547919892286,0.7877877028921458,1.3502639173118463,1.236495192736018,1.0920090310453128,0.27508523577337746,-0.506898779094544,1.757839121699554,-0.28836471599542773,0.7731257610497636,0.27343532657280245,0.27089707283309683,1.009369808662604,0.31303506034549644
CVC,2819,2819,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008338176008330422,0.00408008611523647,14417.104157587648,14473.629614514588,-7198.552078793824,1.3986068378108605,0.18301031104138982,2.0067765658657706,-0.15403170360453636,0.15377048046613792,-1.001698785993297,0.31660471939048795,-0.39322480391333997,0.3416134800185174,-1.1510810518719137,0.2498301857131288,-0.06755687484163816,0.17039543646790214,-0.39647115111773573,0.6917978451425388,-0.5820846026516144,0.34766939949576187,-1.6742474416668072,0.09423117160302644,0.3468759203255709,0.19259021693393955,1.8011087263303358,0.07182942535241825,0.23888995745860575,0.3701945974051188,0.6453091404712719,0.5187975002132026,0.5531486123331879,0.402190056153322,1.3753413439001532,0.16917261595703983,0.2460065673891892,0.44760006420257276,0.5496124488441823,0.5826437719766582,0.08668831878637888,0.3820815639277566,0.22688432777345355,0.8205358141577914,-0.016007343969190416,0.3436815634626483,-0.04657609156544155,0.9628555245784238
DAI,2019,2019,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004621714996510762,-0.0022906342049022754,804.4119077443538,856.1591508427176,-392.2059538721769,0.4028818225732316,0.9340004485047572,2.783611429858,-0.0029173093238215953,0.015066443459576409,-0.19362959358317036,0.8464962665946811,-0.011340919876222922,0.014141729794801198,-0.8019471479643238,0.42273054848985314,0.001384765085029901,0.008152687671270888,0.16985381273830102,0.8651516144015343,0.008373791050183599,0.015278879332347211,0.5480631706054045,0.5837429111372412,0.010759922387838815,0.009265168171693733,1.161330500261371,0.24572136715472095,-0.027544294788153484,0.024282495770104107,-1.1343271733239715,0.25686709841238803,-0.007979041778438034,0.032642833077021705,-0.2444347204671621,0.8069328462352151,-0.002907563594824542,0.024226078759086233,-0.12001792051196199,0.9044875541568774,-0.007824631414446412,0.04505366267027835,-0.173673591683552,0.8621491148967763,0.0002754744998056174,0.007467926889683272,0.03688768032613945,0.9705802435388997
DASH,3803,3803,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0053782088181494325,0.0024718464413192587,19703.205802207616,19763.565065906536,-9841.602901103808,1.915122000755024,0.04556300642347553,2.004201250349007,0.005080562717166788,0.11651339440185053,0.04360496699327211,0.9652221189474637,-0.24939980882193347,0.14709779510804405,-1.6954693891825372,0.09008748349365682,0.08712222179618351,0.12512392468161584,0.6962874767385246,0.4863013540141562,0.13255907137516632,0.1306162194982342,1.0148745070435787,0.31024536675383074,-0.037240063058972844,0.11492805973269526,-0.3240293375315604,0.7459378249845039,-0.13270139402896533,0.15113645213594706,-0.8780237471076837,0.37999931739482706,0.33785811719361264,0.20045363353237333,1.6854676627203589,0.09199967462238035,0.034308836476584115,0.3266253455129938,0.10504033734032205,0.9163506408810244,0.1982037475332462,0.3340996704612334,0.5932473601653684,0.5530591804534378,-0.2982800890068164,0.23682518780222153,-1.2594947850560445,0.2079471070763074
DCR,3301,3301,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.01638990013134456,0.012956040201624663,17113.956145584212,17172.54255214042,-8546.978072792106,3.228161302877468,0.0006658604595885051,2.10417042665907,-0.07161002856528537,0.13380756570120408,-0.5351717460071914,0.5925772600388266,-0.45143902326820146,0.309613123818226,-1.4580745728764442,0.1449417970195775,-0.1779592413184565,0.3717351357294448,-0.4787259105041346,0.6321742287028291,0.18819331130958378,0.35044204091888215,0.5370169367126402,0.5913022578338695,-0.3612945926190051,0.15141955572412988,-2.3860497469510804,0.017102218651840664,-0.34915159039999094,0.3757780952115307,-0.929143009795312,0.3529019655105857,0.7752502553306669,0.2601931536120523,2.9795182715935877,0.002913980424793747,0.7786537376668989,0.32541138729622454,2.3928287947652067,0.01679020313211025,0.04709215406793707,0.3343646710532401,0.14084069922697873,0.8880067935708331,-0.7446595767427375,0.31176199741777405,-2.3885514684615736,0.016986485604024066
DGB,3763,3763,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0037856672276479486,0.0008363484793088016,21552.518565275248,21612.747533971262,-10766.259282637624,1.6074495647285572,0.10721521850412341,2.06460715942919,0.08256006654467483,0.15203101174663214,0.543047537447594,0.5871368851668517,-0.06846981588452353,0.12250642275423365,-0.5589079686204232,0.5762656978654318,0.2079900201740502,0.17611825152743238,1.1809680051340585,0.2377078189679064,0.18270558106919027,0.13067516523280515,1.3981660611921938,0.16216519980054864,0.1242261740141876,0.16356900670243033,0.7594725707430846,0.4476288026581221,-0.05079067884391264,0.1704040137543255,-0.2980603433269973,0.7656774768293015,0.6007374166196899,0.257029109397686,2.337234945985065,0.01949155836924541,0.007447897952865823,0.4717178975138764,0.01578888143129386,0.9874038547470521,0.6262174834445398,0.5183185965541501,1.208170973620695,0.22707547868734834,-0.4167626049510728,0.29249581983318423,-1.4248497814046035,0.15430327929911836
DOGE,3803,3803,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0056473006229644795,0.002741724553356195,20852.41461498596,20912.77387868488,-10416.20730749298,1.6227138062268356,0.10293986279846493,1.9968653708707156,0.05280442593612497,0.12103533826110564,0.43627280011571234,0.6626693917269375,-0.01290408697095434,0.2504061711303188,-0.05153262362786846,0.958904448194293,0.0001936480442852155,0.13757317917074813,0.0014076002710155472,0.9988769890041573,-0.02835946695111749,0.11741824710006679,-0.2415252113834474,0.8091641567915655,0.283469943860567,0.14538727820694125,1.9497575534571996,0.0512956474402999,-0.05107370278375392,0.2678397426170309,-0.19068754429316098,0.8487829653488801,0.761304711140345,0.27264100662686713,2.7923338479389366,0.005265229521257723,0.9294213928158246,0.4135748896970365,2.247286805774573,0.024692218411932195,-0.16953461628236,0.3876788600467461,-0.4373068375766416,0.6619194968468997,-0.48455563344851754,0.22630063246928916,-2.141203178096622,0.032335918155590816
DOT,1745,1745,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.010826862415569294,0.0021159443742191364,6663.362638240089,6712.755177700504,-3321.6813191200445,1.2444291753035484,0.2637702558467713,2.072632423382385,0.33235009545550165,0.5492282703782612,0.6051219745600632,0.5452322900390032,-0.12683221580668594,0.17608783024963265,-0.7202781454395855,0.47151845714345386,-0.27771792470724854,0.13530058024094427,-2.052599657833591,0.04036564388951825,0.15017590306518064,0.2003641289055698,0.7495149150971904,0.45371939878087164,-0.05495998472371048,0.18292503749757671,-0.30045085940976535,0.7638943794862401,-0.12512455204567008,0.21690642178177344,-0.5768596015638309,0.5641613378542396,0.6540591437544665,1.0358445980408555,0.6314259349245255,0.5279032594803158,-0.8499233946775901,0.9616328737940518,-0.8838335479571116,0.376993937453589,1.6065554334979062,1.2836710501218573,1.251532028665286,0.21102681772350504,0.19706027338722668,0.18777300553163753,1.0494600798943081,0.29421452021663747
DRGN,2705,2705,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.01623342467208122,0.011766270697332715,14028.994714257402,14084.963658638848,-7004.497357128701,2.938678008565003,0.0018109031205273218,2.0094080588861485,-0.27164232174503705,0.20970215578775853,-1.2953720991784592,0.19534275022785047,-0.8686257037728953,0.2777656238637783,-3.1271893609084125,0.0017904912239955074,-0.10433848812773112,0.21779410646508252,-0.47906938264401117,0.631942119121141,0.05129193017399569,0.42596886178771304,0.12041239342878934,0.9041686788871232,-0.41949118688434717,0.20993391159854227,-1.998205929142798,0.0458307454139673,0.22859759123690515,0.45914265520744835,0.4978792291333092,0.6186244030074817,0.3303993894722933,0.3766260425236803,0.8772611348338173,0.3804511366875387,-0.4955081327131945,0.4864282029110972,-1.0186665364955347,0.308485629778618,0.668635221346292,0.4995598291616035,1.338448734896164,0.18090371372461467,0.11857986136335759,0.3084343077715688,0.3844574302388554,0.7006806862885443
ELF,2717,2717,9,"log_daily_return,TwitSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0041097271808915314,-0.00038526402039829044,13536.926445057561,13592.955449679608,-6758.4632225287805,0.8718181121852288,0.5498694207647735,2.125750351378037,0.005578004979592446,0.1370738264970002,0.04069343595448923,0.9675443685181453,0.14222227229630985,0.39172424850852117,0.3630673179866119,0.7165930802955299,-0.0709015882470436,0.1884073597275052,-0.37632069336139007,0.7067185330658605,-0.0917940997907764,0.262273910576019,-0.34999325548306975,0.7263807224856549,-0.2343384181941024,0.18071342030488255,-1.2967405397936071,0.19487051085425205,-0.07833845329343622,0.3139236380099622,-0.2495462074472716,0.8029640061869086,0.20427323250992852,0.390755780355948,0.5227644548824116,0.6011962557345255,-0.12313385719549222,0.4017415476655481,-0.30650018130064505,0.7592558419235699,0.3149682163275544,0.35776245145077035,0.8803836597449506,0.37875759891463245,0.11365767646302294,0.2954298793874718,0.384719638713168,0.7004861708718788
