symbol,n,nobs,n_regs,regs_used,opt_hac_lag,r2,adj_r2,aic,bic,log_likelihood,fstat,f_pval,durbin_watson,coef_Intercept,stderr_Intercept,tval_Intercept,pval_Intercept,coef_log_daily_return,stderr_log_daily_return,tval_log_daily_return,pval_log_daily_return,coef_EPU_DUS,stderr_EPU_DUS,tval_EPU_DUS,pval_EPU_DUS,coef_log_diff_AdrActCnt,stderr_log_diff_AdrActCnt,tval_log_diff_AdrActCnt,pval_log_diff_AdrActCnt,coef_log_diff_volume_trusted_spot_usd_1d,stderr_log_diff_volume_trusted_spot_usd_1d,tval_log_diff_volume_trusted_spot_usd_1d,pval_log_diff_volume_trusted_spot_usd_1d,coef_log_diff_TxCnt,stderr_log_diff_TxCnt,tval_log_diff_TxCnt,pval_log_diff_TxCnt,coef_log_UnemRt,stderr_log_UnemRt,tval_log_UnemRt,pval_log_UnemRt,coef_log_IndPro,stderr_log_IndPro,tval_log_IndPro,pval_log_IndPro,coef_log_CPIPrc,stderr_log_CPIPrc,tval_log_CPIPrc,pval_log_CPIPrc,coef_log_TotRes,stderr_log_TotRes,tval_log_TotRes,pval_log_TotRes
BSV,2389,2389,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004452864411175983,0.0006385075698394083,15342.558814961078,15400.218745755154,-7661.279407480539,1.1077177879251943,0.3534745615279052,2.07933712832391,-0.03533717259746846,0.12741722653436463,-0.27733434134934626,0.7815477964391867,0.12377369687660081,0.18656254648752635,0.6634434360321961,0.5071116974285543,0.15419481261191767,0.16089946467404698,0.9583301779424083,0.337994914096894,-0.18418964833474583,0.172668670956944,-1.0667230326958077,0.28620654480281765,-0.06720059169602133,0.1251526322248679,-0.5369490876970028,0.5913536351584927,-0.25898471290310365,0.14603401697817,-1.7734546940650011,0.07628293399602926,-0.157240172484315,0.381691829748631,-0.411955824644892,0.6804093901168853,-0.09296798239268173,0.47697820457611406,-0.19491033657460613,0.8454799978707012,-0.0678068828592413,0.26084048989736586,-0.2599553577204275,0.7949209916106623,-0.024782408793909035,0.22203283100898713,-0.11161596544659617,0.9111374486551731
BTC,3803,3803,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.003441741016002031,0.001058263915057145,20477.61075287107,20539.967010070715,-10228.805376435535,1.593734759391998,0.11107254679639485,2.039736806616655,0.15699069732202492,0.05879586596584581,2.6700975441576102,0.007615520715924976,-0.08899466515248783,0.08563482779176707,-1.0392344732553287,0.2987624702613706,0.07430098873103827,0.07928788467673833,0.9371039350333036,0.34876523546299143,0.11785155831893246,0.06884031886742961,1.7119554391647582,0.0869872760019233,-0.004599666698109406,0.06830691997225877,-0.06733822429671037,0.9463160247908855,-0.08846778300089206,0.060134190338271686,-1.4711727638342842,0.1413280163878469,0.24303452169198897,0.13752535777014013,1.767197887230345,0.07727613353259542,0.13256736990567475,0.19604261072758164,0.6762171214394237,0.498944361718465,0.2058267674049091,0.1824283726181628,1.1282607220079797,0.2592817539902696,-0.24561053641180955,0.14145614706687637,-1.7363016136420852,0.08259236194846041
BTG,2775,2775,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007235570572626471,0.003968704077253027,18656.39281196751,18715.56817550695,-9318.196405983756,1.0566502469417243,0.39197831584270876,2.0303994027708563,-0.19774966164851743,0.13891333589022414,-1.4235469933915381,0.15469171384519362,0.09842420684583271,0.16095928073758944,0.6114851308654445,0.5409292805001017,-0.5725141341507332,0.27541295545589184,-2.078748013879917,0.03773352232113384,-0.3717527089193743,0.41429713436329185,-0.897309390012312,0.36963282523328167,0.08627813140292427,0.1438023478108019,0.5999772098049388,0.5485711283596052,0.24743651833710514,0.28866935758681667,0.8571623964718499,0.39143024077064814,0.5697619330254073,0.33916381751100144,1.6799018751666397,0.09309061548990431,-0.33603606466454555,0.43347607566000695,-0.7752124823795636,0.43828113194202345,0.5716332908397852,0.3126759732664897,1.828197046507918,0.06762885589325986,0.08412164733569134,0.2403441759301017,0.3500049335922169,0.7263619452504751
BUSD,2080,2080,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.20134375787495107,0.19782027445381112,8115.08008064277,8171.336031364094,-4047.540040321385,1.8005493634919825,0.06344352119447255,2.326908436467157,-0.00013751655498228654,0.04055654432538662,-0.003390736495668523,0.9972949204121102,-0.8656198677081448,0.315451522774863,-2.7440662200446426,0.0061214628559273215,0.03730115641489552,0.03794225687833039,0.9831032596323754,0.32567319843525977,-0.05261589702033903,0.1052277392417859,-0.5000192667775692,0.6171154410629688,-0.010656911212947632,0.013984785073946742,-0.7620361097147753,0.44612654446027433,0.0829849919402959,0.11708219245069548,0.7087755208824069,0.47854477610701895,-0.03261976236513861,0.06008202254094032,-0.5429205107552975,0.5872438442611672,0.03182431507202575,0.033834790426983875,0.9405796421497935,0.34703167782508393,-0.05415520644676322,0.11637528990491953,-0.46534970173658763,0.6417307187755936,-0.013235215226831508,0.018003679381908746,-0.7351394648879996,0.4623390635117416
COMP,1808,1808,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.028239539123757207,0.02329279469621981,11327.062882053408,11381.895326214146,-5653.531441026704,6.908857015522451,7.756359116457485e-10,2.1349909527033226,-0.07692926176047685,0.1387716202842586,-0.5543587485891972,0.5794034642070414,0.9569011000890856,0.12588406798747523,7.601447231466113,4.723127206914042e-14,-0.12088368179998865,0.15668875545544805,-0.7714891949241374,0.4405201215510366,-0.15896939652066958,0.25621544579149896,-0.6204520419507982,0.535040185123733,-0.04392557833026087,0.2260737174857019,-0.19429758938271519,0.8459651948728218,0.0023694806078366805,0.3081199368402011,0.007690124281265038,0.9938650966290856,0.8240905658927447,0.5623212329019778,1.4655156477728055,0.14295809732387016,0.7942717785348398,0.6846667161943412,1.1600852790825418,0.24617071749101777,0.05086127226368921,0.45325881634047155,0.1122124279331923,0.9106677135356612,-0.18850345620331582,0.14823967483649894,-1.2716127204894765,0.20367800406114892
CRO,2264,2264,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004018365169212945,-1.2136050875799498e-05,13714.603787764936,13771.719277561227,-6847.301893882468,1.3356098893057933,0.21291661033960266,2.1212362946149765,0.01707869143794981,0.1089258961541656,0.15679183776260056,0.8754231373873052,0.01230118060737817,0.13654516238406247,0.09008873249407745,0.9282248151903754,0.05820836867527606,0.15642454752324522,0.3721178651108203,0.7098405484338748,-0.06658781473890943,0.2951420921579811,-0.22561273538464613,0.8215233644871501,-0.059336953027742306,0.14507075699448535,-0.4090207720498619,0.6825638010176571,-0.02676199497842993,0.33499316152843345,-0.07988818295969434,0.9363333759626313,-0.10903603661556178,0.2927771374402247,-0.3724199149184703,0.7096157133655316,-0.5456400414175169,0.2847633562401674,-1.9161174689812543,0.05547820827708128,0.1615971197226595,0.25138471606594803,0.6428279421739636,0.5204020152933119,0.3147133472523194,0.18496029941792588,1.7015183703893713,0.08898546437094654
CRV,1750,1750,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.010170545736872705,0.00496091703022461,11808.935720164702,11863.436515862777,-5894.467860082351,2.3682741722864185,0.011683832879613073,2.0000032348439394,-0.15553444955433088,0.18685669511378747,-0.8323729019161838,0.4053147216491746,-0.403587747219801,0.14832535584795042,-2.720962608938705,0.006575189265507528,0.07955535410267837,0.21317240867455348,0.37319723784767156,0.7090479082630227,-0.05576385780120667,0.35844038887808455,-0.1555735891698675,0.8763875061312096,0.5592849448331871,0.2674832460771871,2.0909157976638113,0.0366829047863827,-0.24526498451813278,0.4367415765163938,-0.5615791985605162,0.5744763464013212,0.13533743821553718,0.6535330453987264,0.2070858377681064,0.8359674783592412,1.2126544897956681,1.0514778159905924,1.1532858528767265,0.24895425109467242,-0.9335717586982063,0.8253772129303779,-1.1310849682700834,0.2581779347948784,0.17204031579793672,0.20184021751444628,0.8523589496509698,0.3941342570287334
CVC,2819,2819,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00774320746488899,0.004529709396225434,18703.393306114478,18762.727689990752,-9341.696653057239,1.6305732253501555,0.10085996558842403,2.009042788886562,-0.04256608009655102,0.12946247566258542,-0.3287908707036459,0.7423385379145222,-0.37354758231331614,0.30982647625165904,-1.2056670780127232,0.2280485280262771,0.19796897815488387,0.16280906015088045,1.2159579938083274,0.22410420090474184,-0.4873265052734463,0.2953852262768471,-1.649799861069233,0.0990968897178809,0.2796041293055983,0.17105873325492957,1.6345504493412977,0.10225658397170437,0.16084475057652475,0.29319698624340457,0.5485893720714974,0.5833313490838556,0.4458537009929926,0.37665484070505395,1.1837195565000742,0.2366253367598308,0.31200791401457567,0.4621987381496768,0.6750514189277949,0.4996992559871114,0.08788668061318206,0.31908976045455534,0.2754293352691236,0.7830068859208696,-0.03406292999821285,0.31896744543562466,-0.10679124307401325,0.9149623030124686
DAI,2019,2019,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007067271972270639,0.0025516607786125745,1256.9109363973412,1312.8648091858809,-618.4554681986706,0.4395581261889803,0.9140863893660908,2.62059620387308,0.0038107089122656067,0.007718966396012584,0.49368124134263874,0.6215860983727417,-0.015044439080742341,0.01686274947476701,-0.8921699929928069,0.3724102878045329,0.0213258556715687,0.018724272620771785,1.1389417417427927,0.25486529958311455,0.0084276690022343,0.0096435161194507,0.8739207668493372,0.3822674389897529,0.009620875729532078,0.009209568704249976,1.0446608346699553,0.29630733637870765,-0.023838613149762565,0.01744280169728693,-1.3666734027865743,0.1718829388799195,-0.017487618413296744,0.027173384987453454,-0.6435568635034302,0.5199373971372692,0.003666822551359413,0.0239637411162957,0.15301544669358488,0.8784016934672525,-0.01182094471415825,0.019775399519741256,-0.5977600959392864,0.550068413574931,0.005462212158977576,0.007488285002059251,0.7294343307547039,0.46582234552495816
DASH,3803,3803,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004166572595960094,0.0017848290810422718,23665.498329034206,23727.85458623385,-11822.749164517103,1.761386011313021,0.07043266586016728,2.0035415792594797,0.07217070495436723,0.08982108241683119,0.8034940463024688,0.42173998683444536,-0.21521487700433722,0.13657358998576702,-1.5758162103431987,0.11515222608179054,-0.0016595129109644655,0.10864056467525678,-0.015275260359010492,0.987813389341687,0.11851507021703114,0.10701271071430017,1.1074859185040147,0.2681546826802751,-0.029192787725652314,0.10134450707089628,-0.2880549579784358,0.7733205340131387,-0.12263002928519931,0.14726239281936482,-0.832731472967575,0.4050490367878057,0.31551204921369214,0.2218099115037093,1.4224434204709373,0.15498045101176242,-0.030059774877938344,0.3071930124516099,-0.09785305543912222,0.9220541888741198,0.39045051156300814,0.2557448069245166,1.5267192177170974,0.12691488914222626,-0.3544501857937524,0.23045488443640183,-1.5380458811302362,0.12412147352014966
DCR,3301,3301,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0129780902387715,0.010254018730690762,21206.054758273545,21266.98326854893,-10593.027379136773,2.8597085795813593,0.0023182583512770284,2.0943626229457393,0.0677281416381425,0.10769641691133754,0.6288801761520123,0.5294715526685516,-0.43629898288324237,0.284975407963703,-1.531005731339503,0.12586497287149823,-0.013131525237096098,0.11370992433596322,-0.11548266621212559,0.9080696691930612,0.26241218578689407,0.278284509018949,0.9429636838643642,0.3457693314073065,-0.2864314059376142,0.1286408337586191,-2.226597866079385,0.026042214749981373,-0.41195699636185745,0.31933351680903355,-1.290052483304514,0.1971239086524303,0.7927951342314828,0.25184266763420915,3.147977829487513,0.0016588874902032642,0.6718123581645884,0.31268795423103246,2.148507318795573,0.031746901315471074,0.3769405785284955,0.27093879727538833,1.3912388418310004,0.1642479174470613,-0.6997156864274232,0.26590537047967827,-2.6314462365509037,0.008542271793974744
DGB,3763,3763,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0027978797824447232,0.00038723807361906726,25930.14311179328,25992.392786582426,-12955.07155589664,1.229301742522546,0.27177534010737797,2.0602679230987757,0.11956234699482268,0.1277042652592194,0.9362439598405744,0.3492083193322746,-0.06379141333991524,0.12306141661188398,-0.518370542906256,0.604230568091659,0.16947968166780733,0.15332331491181334,1.105374494187571,0.26906877738313706,0.1264992806964199,0.12382492352428588,1.0215978907639665,0.3070376334756734,0.075032762336894,0.14787944195543626,0.5073914355147842,0.6119102474831615,-0.028359667849581133,0.14016113020886262,-0.2023361812745136,0.8396649718928815,0.4428478724311356,0.2727897346789808,1.6234037287080445,0.1045877882730158,0.0486889281357884,0.4375399114992872,0.11127882704219937,0.9114012431634568,0.5240353548499516,0.3743441661660662,1.3998758421080335,0.1616338226960981,-0.5043415368119051,0.2900436525788908,-1.7388470057096872,0.08214433855156877
DOGE,3803,3803,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005077943619646752,0.002698379838774412,25058.84598893596,25121.202246135603,-12519.42299446798,1.5065578044984902,0.13936709120904575,1.9937587937227654,0.1867815382535969,0.10775153163335426,1.7334467122857962,0.08309821339312005,0.004906852517911647,0.24130322547664437,0.020334798709048252,0.9837773742702007,0.061797179831634824,0.1394218986616888,0.4432386907998394,0.6576185763991969,-0.028621118056883825,0.1072949502015157,-0.266751771664269,0.7896749060201945,0.3078955376845669,0.13768549567978627,2.2362234755695427,0.025395522807131084,0.013135174821221868,0.09124465231450615,0.14395555781117955,0.8855432721982677,0.6564137187696146,0.28918472424465314,2.2698768770866407,0.023271382495197612,0.7328408828489269,0.37281322591899213,1.9657051625313435,0.049406103644634526,0.12816728322733956,0.29699730774989136,0.4315435860289762,0.6660978897086489,-0.46940941468729125,0.2069603117523682,-2.268113198674286,0.02337874447689936
DOT,1745,1745,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.006749896787031973,0.0015069343653798528,10643.256030045864,10697.727713641865,-5311.628015022932,0.6410126142743051,0.7625823350457269,2.041253633983242,0.05542865238409716,0.1341345457440854,0.4132317448619776,0.6794887958287801,-0.07378699455970691,0.14460461940146466,-0.5102672021483122,0.6099303271408475,0.14930465997258763,0.15472880269801959,0.9649441950635518,0.3347096042534836,0.14551130876966334,0.2022189609709536,0.7195730215949648,0.471886545589007,0.00018542929160310362,0.12509351337310412,0.0014823253948431515,0.9988174492939883,-0.134318274439383,0.2183524453897017,-0.615144356179113,0.538541482298651,0.23815707306002315,0.4655259414480106,0.5115871143920349,0.6090062526736921,-0.969639899718568,0.7978043514002635,-1.2153855741908501,0.22438733250868748,0.95637929933967,0.6080896082489777,1.5727604720850412,0.11595982652369362,0.08209060322917217,0.1480709516165282,0.5544004568956179,0.5793775228756641
DRGN,2705,2705,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009560185447741287,0.006215360558071481,19255.479658089054,19314.396704682356,-9617.739829044527,2.00794984320685,0.03477900764506036,2.0033145628929594,-0.10633813219293967,0.17210712308000845,-0.6178601459946875,0.5367203252939758,-0.6437285457506786,0.2636938776023535,-2.4411964039658582,0.014703349921170929,-0.012530843336888309,0.21003521187731572,-0.059660678916103535,0.952430362825173,0.18104436046824093,0.378831385850871,0.4779022204340535,0.6327589967129583,-0.2791272955817156,0.18996347624691123,-1.469373487453508,0.14184954757560353,0.10033939198932096,0.41850296682019866,0.23975789885482401,0.8105363854172434,0.3999043509343697,0.39411688069940487,1.014684654523537,0.3103482817164182,-0.48529371950207617,0.48448579723287605,-1.0016675871074334,0.31659510473570873,0.9862618845597246,0.46201239763597246,2.134708699606839,0.032875795328467794,0.03037802077603348,0.2998301849871425,0.10131741998336882,0.9193061099198925
ELF,2717,2717,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004256937250442516,0.0009092765986883355,17730.529177019387,17789.49098310554,-8855.264588509694,1.1037257965882623,0.3563370635853181,2.121657529529138,-0.04315737184594899,0.12515306773229792,-0.34483670778460257,0.7302442242366626,0.06420626573364649,0.39315209622976416,0.1633115182377747,0.870285492698709,0.03211103121476261,0.14644366322915142,0.2192722478166642,0.8264546955173662,-0.12018791738999005,0.23587829032518415,-0.5095336125435613,0.6104202435687074,-0.35364707787616023,0.164072238066048,-2.1554352036924005,0.03121667384166952,0.0518462482936394,0.23784313487092892,0.21798505271878024,0.8274573718366042,0.18860298242408818,0.3957816390093047,0.4765329258229036,0.633733648204643,-0.08776193544309985,0.3858180732015512,-0.2274697364870542,0.8200758695725573,0.17136407022106326,0.30745209919735744,0.5573683532115435,0.5773223822721081,0.11698820714330524,0.27299074631101583,0.42854275730658525,0.6682904893101078
EOS,2548,2548,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008706686273308062,0.005149413616393983,15639.770171665588,15698.08237381163,-7809.885085832794,1.829495626528506,0.0583435676715891,2.0117586923929056,-0.11198118074774158,0.10659188499354127,-1.0505600942747833,0.2935618927297179,-0.3533571692859343,0.17361492768157114,-2.035292552343369,0.04192638236051982,0.17803133580533118,0.14046409821396394,1.26745081532608,0.2051118059629275,0.08106599192659557,0.09746956239855399,0.8317057133704565,0.4056542536899893,-0.1181692370405032,0.1129639478866604,-1.046079207138417,0.29562527055597254,-0.23894050905171027,0.10143824993222605,-2.3555267289346338,0.018573067032322355,0.1894895156567441,0.28232392502107795,0.6711776752274787,0.5021691574763946,0.14532536186156264,0.31623559763444786,0.4595477642259342,0.645880690234742,0.09207487438177753,0.23985532723494707,0.38387671202977625,0.7011023678046882,-0.05447493981680425,0.19395858548064931,-0.28085861567720627,0.7788420099872635
ETC,3232,3232,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00674602226307397,0.003945494130357052,21068.953140652877,21129.668449588444,-10524.476570326438,1.3454920461319366,0.2077434944372157,1.8459289622376376,0.10799376056927593,0.11399177949223528,0.9473820046526432,0.3435158712475177,-0.48103381783184285,0.3035150497047192,-1.5848763291962833,0.11309349351767142,0.017696419191405348,0.14554846925629136,0.12158437173423187,0.9032358443627643,-0.04721255655500016,0.09255341321638974,-0.5101114579601432,0.6100086479774227,0.07777928745908436,0.1153436028435739,0.6743268420752097,0.5001523740038114,0.13838120147115232,0.1034179660124086,1.33807699770994,0.18096664995338935,0.37910246965605543,0.28649473420788696,1.323244110242425,0.18584898531735944,0.1674016237277386,0.45382179338289114,0.3688708346945807,0.7122484673944249,0.1965203117565318,0.28277134622743616,0.6949795811293706,0.4871186830151296,-0.2801068122348844,0.24845569359824785,-1.1273913999645195,0.2596617715842916
ETH,3584,3584,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004575549541617541,0.0020476657791668185,22207.946424004756,22269.704714091902,-11093.973212002378,1.9571927633824353,0.0402598914244761,2.034114287787043,0.2130323991123719,0.09183651327519197,2.319691716452816,0.020414109712516698,-0.17178278082923493,0.1486468420431265,-1.1556436616352472,0.24790484464314583,-0.05162082584116087,0.11461029056034924,-0.4504030623147176,0.6524473880959265,-0.008644394392372957,0.08527443892184275,-0.10137146021325184,0.9192613256924708,0.06807417223401459,0.11284580000628643,0.6032494982553387,0.5463813270018731,0.05008169815871052,0.15615020045354464,0.320727722495688,0.7484356467685536,0.5152653899492505,0.224949655284167,2.2905809270894104,0.022046120536132065,0.04026621477618701,0.37280948878924114,0.10800748368009094,0.9139958698668038,0.4572163845576193,0.23048852882678178,1.9836839034242328,0.04736813061699973,-0.35264421510693433,0.24449832861640627,-1.4423174878229874,0.1493011944737122
FTT,2111,2111,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004668548598651068,0.0003431101328797981,14108.835942243095,14165.241980507031,-7044.417971121547,0.721418813664473,0.6896831297030468,1.9565350346081782,-0.016471163669080365,0.15718228204835236,-0.10479020570533205,0.9165524293261041,0.3467144224300844,0.9079313494866512,0.38187294956399337,0.7025947836264049,-0.016398424944414375,0.18319806346790077,-0.08951199938468586,0.928683673009741,-0.07459325068183957,0.3440954948210454,-0.2167806664270146,0.8284006313725546,-0.09212039527929394,0.2638061330684202,-0.34919732232078843,0.7269766766474877,-0.07295229018435463,0.2943862318203505,-0.24781148810272433,0.8043048323494559,0.31492793614601317,0.2770880670023032,1.136562608246119,0.2558526722145195,-0.003685516457580862,0.32654159504920166,-0.011286514531251514,0.9909959425773222,-0.009498999913747308,0.31222202185000536,-0.030423862664981153,0.9757319455008351,0.12060973009725995,0.194960206227219,0.6186376821775297,0.5362231060242606
FUN,2828,2828,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008377235187886245,0.0051761573961686125,18650.81436444952,18710.180966001775,-9315.40718222476,1.5187480048346582,0.13523686506843133,2.0924848104115,-0.05817924716543734,0.12811515533437629,-0.4541168218045043,0.6497800954698625,-0.373705364484111,0.3115351836476224,-1.1995607048570454,0.2304119264816213,0.2936654851273133,0.18717677307102304,1.5689205466528893,0.11677993360788409,-0.02693248573502121,0.20071912671702244,-0.13417996668046056,0.8932699518238667,-0.33272742366319386,0.1647242546979295,-2.0199054733824577,0.04348867080168256,0.23515593861752387,0.24091254533196615,0.9761049940072238,0.3290971215887921,0.4419206206440528,0.3457260558107719,1.2782392683932724,0.20127147885883068,0.4426371393514329,0.3988128426559128,1.1098868742633012,0.2671434960171316,0.04199720640110443,0.30961718058261645,0.13564236429670007,0.8921138053892543,-0.15348829287536808,0.22862182385896404,-0.6713632595725176,0.5020447639222234
GAS,2853,2853,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.026194468618590427,0.02307884480684752,19152.666119137582,19212.12167342012,-9566.333059568791,2.1981715930226966,0.01959453795631253,2.193798191330974,-0.03610798860848696,0.13476106022520995,-0.2679408172371457,0.7887645193014352,1.1056189454945757,0.4014003779158447,2.7544043461921537,0.005917732069723007,-0.0014121166234355997,0.162560226474109,-0.008686728937723938,0.9930696962396799,-0.22097871564310528,0.14381753898596913,-1.536521325571174,0.12452303580516626,-0.308132946437513,0.14400618021506048,-2.1397202951799965,0.0324631848318207,-0.25901382586086064,0.13546078925760707,-1.9120944686679153,0.05596555648691131,0.35087639275410853,0.3321415463826154,1.0564062116755224,0.29087338463774254,0.007820223688712435,0.37084638724779717,0.02108750134186156,0.9831773507541128,0.3381682215299996,0.29689094036130365,1.1390317977317301,0.25478687921922183,-0.06259437175252924,0.2339138792851822,-0.2675958004023168,0.7890300819457132
GNO,2951,2951,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008219663836396274,0.0051533556861137475,18466.384926666935,18526.18173969081,-9223.192463333467,4.543817731576277,5.770842452868657e-06,2.0071598904981647,0.013198252793972132,0.10486782025730614,0.12585608017396174,0.8998545402739211,-0.35737226837714164,0.07117069729420032,-5.021339989123077,5.440528118271926e-07,-0.07182390903518837,0.13973849872792776,-0.5139879824745379,0.6072994058869801,-0.1691554274275636,0.17599778921873913,-0.9611224560174929,0.3365704249553516,0.1395690791222235,0.13560510373346732,1.0292317566199234,0.3034562911943057,0.112494205802696,0.20236723565036993,0.5558913993224296,0.5783278196307011,0.4737760818795024,0.27648836447924396,1.7135479924149533,0.0867182391151826,-0.18837420445792594,0.3072663255032693,-0.613064917378724,0.5398813095068911,0.4611284070024768,0.28209764843354773,1.6346410881588842,0.10223243366373434,0.04102217637933635,0.22783698959025836,0.18005055479845725,0.8571254119379189
GNT,3023,3023,9,"log_daily_return,EPU_DUS,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004286574402938115,0.001282410530871747,19958.91057422143,20018.95088929996,-9969.455287110715,1.4545437041526132,0.15912768024259422,2.109723250773013,0.08200742582839049,0.12368000579826188,0.6630613032324337,0.5073425249872898,0.16357599664386285,0.16795035801270192,0.9739544385579206,0.3301581327287695,-0.18326459984170693,0.14495591369504923,-1.2642781875546625,0.2062289711313758,-0.3141139210103363,0.15328860889120333,-2.049166753370949,0.04053310868228287,-0.16205889467328327,0.1284828611897275,-1.261326944097041,0.20728970639460023,0.17388257932907786,0.1538429053499708,1.13026063134676,0.25845728796357553,0.5611202866459822,0.3197837977549179,1.754686418090589,0.07941561926612671,-0.11918814141478476,0.3556848944311786,-0.33509475178976555,0.7375771735201003,0.6239917955781323,0.3325236012581278,1.8765338556938904,0.060679560473079756,-0.221362844228703,0.2827716679361408,-0.7828324734382303,0.4337876366018294
