symbol,n,nobs,n_regs,regs_used,opt_hac_lag,r2,adj_r2,aic,bic,log_likelihood,fstat,f_pval,durbin_watson,coef_Intercept,stderr_Intercept,tval_Intercept,pval_Intercept,coef_log_daily_return,stderr_log_daily_return,tval_log_daily_return,pval_log_daily_return,coef_fng_value,stderr_fng_value,tval_fng_value,pval_fng_value,coef_log_diff_AdrActCnt,stderr_log_diff_AdrActCnt,tval_log_diff_AdrActCnt,pval_log_diff_AdrActCnt,coef_log_diff_volume_trusted_spot_usd_1d,stderr_log_diff_volume_trusted_spot_usd_1d,tval_log_diff_volume_trusted_spot_usd_1d,pval_log_diff_volume_trusted_spot_usd_1d,coef_log_diff_TxCnt,stderr_log_diff_TxCnt,tval_log_diff_TxCnt,pval_log_diff_TxCnt,coef_log_UnemRt,stderr_log_UnemRt,tval_log_UnemRt,pval_log_UnemRt,coef_log_IndPro,stderr_log_IndPro,tval_log_IndPro,pval_log_IndPro,coef_log_CPIPrc,stderr_log_CPIPrc,tval_log_CPIPrc,pval_log_CPIPrc,coef_log_TotRes,stderr_log_TotRes,tval_log_TotRes,pval_log_TotRes
BSV,2389,2389,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004159849093137713,0.00034274459647587463,15337.699356630688,15395.35504744166,-7658.849678315344,1.059432402222011,0.38987585481933623,2.0799114375017145,-0.03723695455034277,0.12760748814078066,-0.2918085379853396,0.7704587952246578,0.12330379552677181,0.187087539587432,0.6590700577851579,0.5099154098011045,0.06156110323447079,0.1574734569670516,0.3909300298611677,0.695884423847719,-0.18537945430946248,0.17316711387326159,-1.0705234392549785,0.2844937936642875,-0.06887227023654621,0.12556361429667437,-0.5485049998148256,0.5833973444503968,-0.256256250870002,0.14580159768888282,-1.7575681949440063,0.07895130891942553,-0.1194862938983279,0.4121414003173576,-0.2899157760087216,0.7719062714596642,-0.217276831839808,0.47990706924536564,-0.45274772088993603,0.6507722417431331,0.05284315335351794,0.24448094160212475,0.21614426469085019,0.8288940721737558,-0.010499267265687347,0.2273886181809853,-0.04617323131508135,0.9631761045772191
BTC,3803,3803,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007317253497960641,0.003922821614025129,14139.42885885301,14198.221773703834,-7059.714429426505,1.6185258490582792,0.10418940232376617,1.9953316683817517,0.07732815585766613,0.10279449996911719,0.752259662539319,0.45196218860438064,-0.32620307191787523,0.141923574621583,-2.298441769012968,0.021614689695896947,0.10691641065976858,0.08613969514597905,1.2411979224976322,0.21464325138244014,0.09432683308848401,0.07943389518451377,1.187488450231177,0.23514216501344135,-0.020772527736117152,0.0752664139090774,-0.2759866806091038,0.7825799635350995,-0.05831683447407563,0.06476196248579516,-0.9004797297003901,0.36794739105751884,0.20066233624931534,0.15316303277386745,1.3101225055106913,0.19026872182141752,-0.019627701236470715,0.28787609386992924,-0.06818107392182096,0.9456466716848455,0.233052259350148,0.1695921876614593,1.3741921875279302,0.16949902847586265,-0.061838827292874224,0.16874718569121383,-0.36645842145202656,0.7140524878760466
BTG,2775,2775,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0027486331196246994,-0.0006614209464554932,17483.554186979316,17542.34710183014,-8731.777093489658,0.8561720708917852,0.5641760786632106,1.9996408393641396,-0.1953202592716386,0.12653584140302176,-1.5435963210576495,0.12280637413792045,-0.030332355270718397,0.4508660477134262,-0.06727575834230451,0.9463672850745869,0.2163416858672528,0.1575391700907826,1.3732564780085168,0.1697895969450073,0.040729529388687916,0.13445633054925624,0.30292013192913375,0.7619746674548337,0.08227007487500562,0.13528748835444376,0.6081129591190559,0.5431650272606148,-0.004368034598839832,0.17261485167222848,-0.025305091401602683,0.9798135311988166,0.0866964404164917,0.32894934791273256,0.26355559287958075,0.7921430119270751,-0.1203831065388201,0.41483591599339203,-0.29019451281247716,0.7716902945204032,-0.13497448517171723,0.2807916257472346,-0.4806927016164639,0.6307748714042092,0.15754764656895218,0.23187935930199485,0.6794379932875586,0.49692012968599275
BUSD,2080,2080,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.20118781764335114,0.19766191786835852,8112.5293501142,8168.780421596589,-4046.2646750571,1.6450246176212322,0.09724563929551928,2.326703431488737,-0.000526724790763598,0.040750832098053635,-0.012925497803240088,0.9896884965220077,-0.8656779826224379,0.31570255076169457,-2.7420683821965306,0.006158706567818766,0.0186455231503549,0.03485588589621277,0.534931839227211,0.5927553194827908,-0.0532031951410214,0.10533545835483912,-0.5050834350746168,0.6135548210445648,-0.009424698526611559,0.01409202158937859,-0.6687967703452231,0.5037008358930533,0.08362972572044579,0.11724983891014566,0.7132609008063148,0.475765950310165,-0.02764902823219566,0.03584672909859589,-0.7713124440488678,0.4406111305297712,0.00017036555811182977,0.028354870408988327,0.006008334922871835,0.9952066589299611,-0.029863492414768773,0.07807631932209932,-0.3824910379236586,0.7021370394469482,-0.009881362992902777,0.01717592107148012,-0.5753032371178252,0.5651497106716217
COMP,1808,1808,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.02940031868540216,0.024456687031847446,11319.47902086316,11374.305839144707,-5649.73951043158,6.821548726233538,1.0879231969479599e-09,2.1374137369010175,-0.07978499976637465,0.13891684711889685,-0.5743363848309044,0.5658132971021219,0.962128385879177,0.12761962373368765,7.53903167656186,7.524121711134217e-14,0.2604528230719592,0.17817198346692428,1.4618057115601988,0.14397227022059272,-0.1619387767553726,0.25553331864988366,-0.6337286175085893,0.5263399658498722,-0.053475522527956815,0.22550846446950037,-0.23713310564087178,0.8125810186982719,0.009792130764594287,0.3072054522563204,0.03187485994364485,0.9745754471337549,0.3565857867795167,0.5447866580452696,0.6545420698424773,0.5128478173152347,0.725724425182981,0.6780561387462347,1.0703013861431705,0.2846298450913882,-0.33330905792492016,0.4909193969577226,-0.6789486420591043,0.4972593193296896,-0.18828145800226662,0.14877218217758717,-1.265568974296,0.2058342866083428
CRO,2264,2264,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0061733343180446765,0.002149744578441637,13704.476655024577,13761.587667542979,-6842.238327512288,1.7961475343788809,0.06417233094103252,2.124250411451562,0.016331960083736996,0.10862555882457525,0.15035098793012683,0.8805013478094965,0.012755881654087614,0.13901320544485998,0.09176021524909929,0.9268968219626301,0.26297557236677577,0.1405099865435867,1.8715792296030132,0.06139607356924031,-0.07085573347804605,0.29529934147942233,-0.2399454503456235,0.8103946681941494,-0.06628681188649307,0.14430895130101326,-0.45933957172362627,0.6460352478957987,-0.026062214611808576,0.3336960901086497,-0.07810164812935882,0.9377542251713211,-0.2784817755219212,0.27551264037571044,-1.0107767656037916,0.31223328881171913,-0.7309695763766612,0.28412908376829765,-2.572667207038735,0.010156169444832082,0.1166104666117174,0.23313823074607562,0.5001773679012115,0.6169997014224381,0.377099347527594,0.18590485256292438,2.0284534928960762,0.04263298515377657
CRV,1750,1750,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.011384776895483006,0.006178494269420631,11800.935948135344,11855.430928189173,-5890.467974067672,2.4255476934511395,0.009754273033648394,2.002010776687311,-0.16851730975062532,0.18688008131272726,-0.9017403490349863,0.36732187718101206,-0.4048684878800452,0.14748927756183067,-2.7450706557994744,0.006113125722759275,0.3205128657082617,0.2475469205668124,1.2947560202905288,0.19557930591687958,-0.05740859429700775,0.35846940639145625,-0.16014921573060642,0.8727824589326891,0.5446603464849659,0.2669670689747367,2.040178021119554,0.041486045464965385,-0.2353872299122661,0.43665750484578925,-0.539066035279517,0.5899115050014578,-0.1557582165518513,0.6592480129617652,-0.23626649377687983,0.8132541974385947,1.3943925449481869,1.0458421818224077,1.3332724278900483,0.1826201069774712,-1.3894512286076457,0.9777845208635031,-1.4210198657886204,0.15549341571718603,0.1616925264599055,0.2022932055600595,0.7992978608067984,0.42422879217456766
CVC,2819,2819,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008875716205849704,0.005486613411720742,17582.730085239225,17641.52300009005,-8781.365042619613,1.51774009829504,0.13562486685227645,2.006185512252624,-0.06367432984837822,0.13043185560975043,-0.4881808171072147,0.6254624369232411,-0.4796649599767498,0.3389159947422504,-1.4152915985612913,0.15710132332943205,0.07208055577279474,0.1640725758385503,0.4393211687230595,0.6604649024879673,-0.3977254718662768,0.2982716672191661,-1.3334336297320302,0.18250493152050112,0.2946939247253447,0.1740198114042298,1.693450431576446,0.0904880913651444,0.11610584836676377,0.29483905281020634,0.3937939945883064,0.693765037446477,0.4906942650639733,0.3843236710252772,1.2767734648113829,0.20179486834779145,0.11004793255412748,0.4273591824067599,0.25750688667637894,0.7968076298101933,0.2844040353738164,0.29308901243663377,0.9703674423322333,0.33195253404933744,0.039346713887200874,0.3200069398285853,0.12295581435914267,0.9021514750557899
DAI,2019,2019,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0044980285553252175,-3.1555743462474695e-05,1262.4254370120434,1318.3742808842087,-621.2127185060217,0.48825880322023685,0.8833806280115858,2.6146960746932177,0.003625959767824311,0.007623871727677803,0.4756060827545903,0.6344075593658742,-0.014944703803649801,0.016848394591192726,-0.8870105530091245,0.3751810530987183,-0.0024790754772305136,0.005471552531759886,-0.4530844696894716,0.6505376129714602,0.007550625346465655,0.00942296769589063,0.8013001413300497,0.42305415253237655,0.010667954464730591,0.009610468238138267,1.110034828729342,0.2671189449489555,-0.023719945224800795,0.01747054483775176,-1.357710675029712,0.1747103740345086,-0.001992632310237937,0.024229392510877922,-0.08224029180027248,0.9344639546083592,-0.008034950814651394,0.023993853960247395,-0.33487537383379773,0.7377546066071613,0.009724423223362678,0.022553612985963232,0.4311691980089798,0.6663923328093915,0.006391651987692127,0.008098988643936664,0.789191375453682,0.4300947459049268
DASH,3803,3803,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00422502758441845,0.0008200219796539177,16342.188920493838,16400.98183534466,-8161.094460246919,0.9296225833611275,0.4978776707637653,1.9954530402188917,-0.1486178685410115,0.148413037506686,-1.0013801417838124,0.3167351131591169,-0.26301898253223177,0.17377196339374093,-1.5135869871958034,0.1302506890514987,0.08071439644526313,0.13452919542581526,0.599976801985501,0.5485733451001802,0.07172057483759114,0.12053324963503569,0.5950273061977079,0.5518763698960962,-0.041907287655038566,0.132205229076569,-0.31698661201038586,0.7512789015165393,-0.15664183824205533,0.1553118209864757,-1.00856352882306,0.31327671496663934,0.17485284796998313,0.26546449010090745,0.6586675600322991,0.5101668821948812,-0.09900703518601928,0.47025535524785445,-0.21053887867759907,0.8332634081159702,0.2299973957231773,0.22921314818706973,1.0034214770937464,0.31574978529973113,0.025903680022800663,0.27342351818448163,0.09473830266979151,0.9245299052390542
DCR,3301,3301,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.02225579338403605,0.01891244313344953,16314.886478645565,16373.679393496388,-8147.443239322783,3.8788398101750903,6.658737746588478e-05,2.0073080822302396,-0.09131378287221603,0.11321353495568841,-0.8065624212507462,0.419991503400826,-0.757008303422076,0.21513827998166646,-3.518705752814359,0.0004410067585739179,0.11386291029249272,0.1243100916715965,0.9159587026393381,0.35977246798595763,0.5554847853390118,0.279786858803734,1.9853855456759515,0.04720521478106211,-0.2441851410121586,0.11215278954319509,-2.1772542796905814,0.029550160441480473,-0.937466537243621,0.35784079230510074,-2.6197866688276337,0.008849020254650602,0.5699789352810629,0.22979861950056532,2.480340989514346,0.013187768008065833,0.4418620324327955,0.32716984379995095,1.3505585579060075,0.17695298930410205,0.23737101414367784,0.22137089809093313,1.0722774140175024,0.2836937544715969,-0.2865626328087766,0.24757739253761024,-1.157466882866714,0.24718669020544212
DGB,3763,3763,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.011492989596374792,0.008112836445298588,17100.956978854225,17159.749893705048,-8540.478489427112,2.0653730060617557,0.029326128377663806,2.002275290029316,0.011130389203706903,0.18091174948586686,0.0615238603094512,0.9509466838982573,-1.7443686125061726,0.5067266532041244,-3.442425223690552,0.0005855228109806796,-0.02618959018106931,0.14952166060060232,-0.17515582742908495,0.8609706651377643,0.0694372635668765,0.11450189584473633,0.6064289421114292,0.5442822539723391,0.010835129967051098,0.15541262425884825,0.06971846732994222,0.9444230390325978,0.029200259496948607,0.12400626167503336,0.23547407286149652,0.8138591194511524,0.43376694268853366,0.2765835708141685,1.5683033573240466,0.1169305601847916,-0.4697538116194637,0.5980044701952877,-0.7855356189328456,0.4322103015309485,0.8319513918640529,0.39267178641665373,2.118694086621469,0.034209768147878294,-0.12281746566086567,0.2983135534761591,-0.4117059524440317,0.6805884852280992
DOGE,3803,3803,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008643291196011371,0.005253393635511472,17568.02783679372,17626.820751644544,-8774.01391839686,1.2840493955333216,0.24010065610256226,2.0061159389391228,0.015413738341422581,0.1334829671291268,0.11547344708416515,0.9080786745447715,0.02107813938720332,0.6360750745710538,0.03313781694938708,0.9735671984056508,0.160061297765679,0.15798536770317959,1.0131400147537692,0.31108641272972265,-0.11380533243643332,0.12323710490429815,-0.9234664553732479,0.3558488226451436,0.4566109759191153,0.18904647301665936,2.415337184729584,0.015788375665878356,-0.026884163905981053,0.09462631140213519,-0.2841087590504392,0.7763493828336487,0.6990250552682585,0.3310581821566959,2.1114870223548716,0.034824498535590526,0.8203467599906447,0.5430315095116963,1.510679851208478,0.13099007954634836,0.14823847303737822,0.2710154160768302,0.5469743204399637,0.5844427446177933,-0.362622931642531,0.26860319397237686,-1.350032091129278,0.1771217737680417
DOT,1745,1745,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009040468274097657,0.0038065270854045208,10633.921251741293,10688.38710273287,-5306.960625870646,1.0172869889025504,0.42356193254929525,2.0440606613923817,0.038721465074600434,0.13402642925475142,0.288909174779255,0.7726860247455064,-0.07495248540800589,0.14802902028926207,-0.5063364282323963,0.6126859967655409,0.3406149140618069,0.1925173154136781,1.769268978896257,0.07702783604742373,0.1418777052935839,0.199791235408422,0.7101297762314311,0.4777208314405669,-0.003925594249150899,0.12476662773159393,-0.03146349565202557,0.9749035886563068,-0.13480243857050656,0.21421804247559179,-0.6292767733878722,0.5292522277324845,-0.006142044963935361,0.46978695346902055,-0.013074107142782522,0.9895701994208344,-0.7293380518936713,0.7890148108444075,-0.9243654768826585,0.35542694110222506,0.4904229403319763,0.7062039670212658,0.6944494271259288,0.48749507449661955,0.06930045153827777,0.14839555929599918,0.4669981491834719,0.6405609069711846
DRGN,2705,2705,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009514768075999713,0.006127850489633491,18967.644608089773,19026.437522940596,-9473.822304044887,1.9549493545165473,0.04064474228880543,2.0027854972826398,-0.10425980139333388,0.17148858884875234,-0.6079693237506771,0.5432602746231765,-0.6388360448100163,0.2683193485682933,-2.3808795311211712,0.01734211237817648,0.08717502808724492,0.19147033557639298,0.45529260616177153,0.6489362991348973,0.15641824877691657,0.37858565485770634,0.4131647535237628,0.6795195666274778,-0.2744354407348344,0.19040422897191916,-1.4413305955263638,0.14961026739133815,0.11848502185772601,0.41958522094673,0.282386070678044,0.777669697970453,0.3224110824537282,0.3726802521354741,0.8651144797887695,0.38705480031946327,-0.5343050981008417,0.4814417075559254,-1.1098022662250873,0.26718562728086404,0.9316645185576027,0.3980138923502952,2.340783918511159,0.01931759270106769,0.05361781031594312,0.2974900132515813,0.18023398409209662,0.8569827550251995
ELF,2717,2717,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009430004676230452,0.006042797245412124,17249.003478729086,17307.79639357991,-8614.501739364543,1.342380669904555,0.2094028784969282,2.0067409916352235,-0.08380552439041698,0.12328798863149018,-0.6797541700587968,0.49671990859086745,-0.5878785893432982,0.3649156814624548,-1.6109984284240288,0.10729997079105692,0.05774988863088162,0.1537267997921418,0.3756657180723649,0.7071957005519323,-0.08859471073692074,0.1975050390587865,-0.4485693689594974,0.6537792600061261,-0.22752990543043755,0.14396323508162126,-1.5804723011499249,0.11411890331474221,0.0645564320990623,0.21212673642710136,0.3043295399080799,0.7609009009078702,0.2357608440958091,0.40164204704738954,0.5869924372434836,0.5572591312493501,-0.1091074709426012,0.40173213338588876,-0.2715925908714817,0.7859565970985323,0.24452007541061854,0.27246054484949733,0.8974513192201364,0.3695602212073654,0.13824572109369374,0.2780822398231517,0.49713969932640084,0.619132064803917
EOS,2548,2548,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008199020011121827,0.004638505922609615,15635.740540711731,15694.048770663085,-7807.870270355866,1.603101289242165,0.10857830892804059,2.0118152056960326,-0.11396827543309214,0.10660270929533866,-1.0690936110952627,0.28513041496875513,-0.35473709003227405,0.1737953939448988,-2.0411190537347736,0.04134351284921738,0.07426889353613766,0.13545168584970813,0.5483054202702469,0.5835310258175364,0.08169632496990588,0.09736472783572171,0.8390751639315185,0.4015071317658021,-0.12037792957345048,0.11269246271898349,-1.068198588166734,0.2855337866113789,-0.2389662441586114,0.10145312353433117,-2.355435060387732,0.018577670303922256,0.2301974112083689,0.2795290803580453,0.8235186511310806,0.41029144664627304,-0.0003621097414451893,0.32220505209867334,-0.0011238487388282646,0.9991033880467483,0.23348355934628195,0.2176727367984251,1.0726357502570403,0.283537816899826,-0.037576442292622275,0.19483783894032872,-0.19286008558188988,0.8470841669499949
ETC,3232,3232,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0043604085806160375,0.0009558659047899098,16523.772470861142,16582.565385711965,-8251.886235430571,1.1689752973399559,0.31051446748775186,1.9990484631295573,-0.0492788961132961,0.1167686002530194,-0.4220218107138083,0.6730435654693534,-0.16322403401371882,0.25099341807865233,-0.6503120092279482,0.5155474596661854,0.018385004787497015,0.1356906110255727,0.13549209225708414,0.8922331770622044,0.013045351608526538,0.10683747816369958,0.12210463811714144,0.902825470385001,0.059475096554367654,0.12094669285902661,0.49174636485257855,0.6229396640124649,0.24403608413778838,0.10570402784061951,2.308673464229252,0.021038836345624597,0.2997659181609774,0.2719083268048965,1.102452145116062,0.2703659479499661,0.1675050439593968,0.4006803411739513,0.4180515656660984,0.6759435197475148,0.09220594451570317,0.22480746165234344,0.41015517829339804,0.6817255003370872,0.013442451956628132,0.2452923146641925,0.054801765701591496,0.9563005529728493
ETH,3584,3584,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.011827988339815465,0.008448980701159847,15491.593459538759,15550.386374389582,-7735.796729769379,2.7217599107740607,0.0036913290013811583,1.9926247279392328,0.0037928138761056836,0.11581483466553925,0.03274894694672682,0.9738772739382573,-0.5332169675637706,0.20286173964970936,-2.6284747852626165,0.008626725947910743,0.20186655737723116,0.10921466531267571,1.848346619012182,0.06466431776412428,0.010178128169453626,0.1778924455811521,0.057215066869213974,0.9543782192212851,-0.11543154062081784,0.10817202885439933,-1.067110803442449,0.2860196728493654,0.12907377886133137,0.14199928663164746,0.9089748401071518,0.3634466309527393,0.3021016118285167,0.2065996644740054,1.4622560622141159,0.14379044143019595,-0.08643432774110482,0.3610245544001088,-0.23941398635538008,0.8108032273078166,0.22785391456620804,0.20986847422823152,1.0856986281723162,0.2777117750823752,0.07151920596665255,0.22132819200563456,0.3231364487215068,0.7466175770717153
FTT,2111,2111,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.006801561959754676,0.002483307881318897,14098.58601806235,14154.987249789303,-7039.293009031175,1.4123016749757522,0.17698440543865682,1.9560055010455062,-0.01722982983995216,0.15668514851150703,-0.10996466483029049,0.9124480576509666,0.3327061673394801,0.9080988323392097,0.3663766051570052,0.7141215166048198,0.37014575552285633,0.15744319244775942,2.350979739220372,0.01881738608142246,-0.07623254049733766,0.3426542671614741,-0.2224765537836231,0.8239648715434651,-0.09990940827785368,0.2632616881608343,-0.3795060685655715,0.7043510264809142,-0.06997601308031172,0.2921330474872253,-0.23953473830574307,0.8107146779634259,-0.0350308017571577,0.28129250842736286,-0.12453513942837043,0.9009036714914185,-0.17874349953916896,0.3129440400860074,-0.5711676103179479,0.5679480353635483,-0.23678527634832364,0.23264367882668055,-1.0178023213118486,0.3088908502170165,0.15619295040174347,0.19630764382893154,0.7956539406985841,0.4263244324093136
FUN,2828,2828,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.015799370139131352,0.012433942453436875,17188.86466499578,17247.657579846604,-8584.43233249789,2.047898258306502,0.03089629164903924,1.9912209798429832,-0.10348060742924851,0.12303347036870306,-0.8410768802923375,0.4003812707805635,-0.9462388950144776,0.36212947098923187,-2.6129850531900356,0.009026604913621577,-0.03922785361809289,0.14171851921085302,-0.2768011819240683,0.7819545088265141,-0.07835728607615994,0.19916921212770422,-0.3934206760125077,0.6940406663160676,-0.2579716519618822,0.15360574014302142,-1.6794401805667307,0.09318497499480916,0.25096902756519424,0.2378841764211585,1.0550051346032778,0.29151980875384853,0.6762609508071648,0.3157800173059901,2.1415571402413014,0.032320693117184995,0.26157863545133064,0.3797348382609146,0.6888455024281991,0.49098121234858827,0.4505981262436223,0.2723784149268567,1.6543092313854013,0.09818393616889748,-0.10035150856585054,0.2247091799006562,-0.4465839295493664,0.655212241328801
GAS,2853,2853,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.006341502092504392,0.0029437336726079177,17461.80826760886,17520.601182459683,-8720.90413380443,1.5164354263681767,0.13607997658159893,2.0050249686789545,-0.12820692265837388,0.13037119987399345,-0.9833991156197734,0.3255014324906603,-0.555083977925862,0.5737011850836891,-0.9675489477067905,0.3333585806743491,0.07447241473484127,0.1584761991456771,0.46992807207840415,0.6384453391058841,-0.09893297011916663,0.14536221604744737,-0.6805961879865269,0.4961869049454405,-0.09318736042222071,0.13278019440126773,-0.7018167192962853,0.48285552318690617,-0.19448701074521574,0.133536820573713,-1.4564298439160301,0.14539310764261457,0.4060985958295755,0.299852056780952,1.3543298658319318,0.17574741791650855,0.014949008260170704,0.3697611173168333,0.04042882704554764,0.9677543147030392,0.4106781868258025,0.23999055889993332,1.7112264278572693,0.08715714491156676,-0.0234140853223678,0.22763155331065124,-0.10285957716246107,0.9180822561709884
GNO,2951,2951,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0075194615250351315,0.004125721081921663,16009.163934230088,16067.95684908091,-7994.581967115044,1.9282446253024388,0.04393122240056475,2.0035271094373805,-0.044059097661393376,0.09880528988255514,-0.44591840896134405,0.6556928623711,-0.3041735478931133,0.34317093119127334,-0.886361635693368,0.375503662442625,0.14540490706645037,0.11875216192602724,1.2244400835163372,0.22089583799985973,-0.1911547600954243,0.1690074428164978,-1.131043443471145,0.2581398538048681,0.020377111541983704,0.12796219785809307,0.1592432130978355,0.8734894771781172,0.17422803302117254,0.19408095841426673,0.897708020635811,0.3694233403016153,0.29316295194367337,0.2651865675515815,1.1054969889704167,0.2690453389202393,-0.27114667494586053,0.30609068870880535,-0.8858377106786536,0.37578591021948526,0.31326706316957276,0.2377780915281551,1.3174765646248745,0.1877936035410442,0.20792522967369056,0.22554693077029767,0.9218712441068264,0.356680232875639
GNT,3023,3023,9,"log_daily_return,fng_value,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005301285360162389,0.001899959968156839,17083.53704120018,17142.329956051002,-8531.76852060009,1.4493619464890908,0.1612835876994035,2.009557791808889,-0.036710861404594196,0.12414935759676679,-0.2956991652250825,0.7674831607226511,-0.580730651738817,0.5472005145643584,-1.0612757778584199,0.2886619616628023,-0.041542778830240115,0.14189974123656837,-0.29276148404655655,0.7697275476798174,-0.29096717314390785,0.15226087258799628,-1.9109779695748748,0.05611593825398845,-0.08853158166460376,0.12888619350722597,-0.6868973258927091,0.4922079462184271,0.16636468972495366,0.1551224948531672,1.0724730148417732,0.28360595087201174,0.36683435633517725,0.2967109350895354,1.2363358169609806,0.21644407882036007,-0.050165625378606915,0.35794174936855416,-0.1401502492154218,0.8885520030327667,0.3203910000791092,0.26580553947194335,1.2053586268954621,0.22817324207281497,0.08795481356969129,0.270512145427652,0.3251418284034668,0.745099575184952
